@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
4215,'2018/10/17 13:42:04:179',12,115,0,0,?,?,?,?,?,?,?,?,?,0
4216,'2018/10/17 13:42:04:236',12,182,0,0,?,?,?,?,?,?,?,?,?,0
4217,'2018/10/17 13:42:04:237',12,182,0,0,?,?,?,?,?,?,?,?,?,0
4218,'2018/10/17 13:42:04:247',12,182,0,0,?,?,?,?,?,?,?,?,?,0
4219,'2018/10/17 13:42:04:289',12,171,0,0,?,?,?,?,?,?,?,?,?,0
4220,'2018/10/17 13:42:04:289',12,171,0,0,?,?,?,?,?,?,?,?,?,0
4221,'2018/10/17 13:42:04:299',12,171,0,0,?,?,?,?,?,?,?,?,?,0
4222,'2018/10/17 13:42:04:404',12,94,0,0,?,?,?,?,?,?,?,?,?,0
4223,'2018/10/17 13:42:04:404',12,94,0,0,?,?,?,?,?,?,?,?,?,0
4224,'2018/10/17 13:42:04:415',12,94,0,0,?,?,?,?,?,?,?,?,?,0
4225,'2018/10/17 13:42:04:430',12,89,0,0,?,?,?,?,?,?,?,?,?,0
4226,'2018/10/17 13:42:04:435',12,89,0,0,?,?,?,?,?,?,?,?,?,0
4227,'2018/10/17 13:42:04:474',12,90,0,2,?,?,?,?,?,?,?,?,?,0
4228,'2018/10/17 13:42:04:475',12,90,0,2,?,?,?,?,?,?,?,?,?,0
4229,'2018/10/17 13:42:04:485',12,90,0,2,?,?,?,?,?,?,?,?,?,0
4230,'2018/10/17 13:42:04:577',12,147,2,0,?,?,?,?,?,?,?,?,?,0
4231,'2018/10/17 13:42:04:577',12,147,2,0,?,?,?,?,?,?,?,?,?,0
4232,'2018/10/17 13:42:04:628',12,162,0,3,?,?,?,?,?,?,?,?,?,0
4233,'2018/10/17 13:42:04:629',12,162,0,3,?,?,?,?,?,?,?,?,?,0
4234,'2018/10/17 13:42:04:639',12,162,0,3,?,?,?,?,?,?,?,?,?,0
4235,'2018/10/17 13:42:04:690',12,154,0,0,?,?,?,?,?,?,?,?,?,0
4236,'2018/10/17 13:42:04:690',12,154,0,0,?,?,?,?,?,?,?,?,?,0
4237,'2018/10/17 13:42:11:734',13,81,0,0,?,?,?,?,?,?,?,?,?,1
4238,'2018/10/17 13:42:11:734',13,81,0,0,?,?,?,?,?,?,?,?,?,1
4239,'2018/10/17 13:42:11:785',13,84,0,1,?,?,?,?,?,?,?,?,?,1
4240,'2018/10/17 13:42:11:786',13,84,0,1,?,?,?,?,?,?,?,?,?,1
4241,'2018/10/17 13:42:11:795',13,84,0,1,?,?,?,?,?,?,?,?,?,1
4242,'2018/10/17 13:42:12:075',13,201,2,0,?,?,?,?,?,?,?,?,?,1
4243,'2018/10/17 13:42:12:076',13,201,2,0,?,?,?,?,?,?,?,?,?,1
4244,'2018/10/17 13:42:12:231',13,527,3,0,?,?,?,?,?,?,?,?,?,1
4245,'2018/10/17 13:42:12:231',13,527,3,0,?,?,?,?,?,?,?,?,?,1
4246,'2018/10/17 13:42:12:292',13,669,0,1,?,?,?,?,?,?,?,?,?,1
4247,'2018/10/17 13:42:12:293',13,669,0,1,?,?,?,?,?,?,?,?,?,1
4248,'2018/10/17 13:42:12:350',13,743,0,0,?,?,?,?,?,?,?,?,?,1
4249,'2018/10/17 13:42:12:350',13,743,0,0,?,?,?,?,?,?,?,?,?,1
4250,'2018/10/17 13:42:12:593',13,679,1,0,?,?,?,?,?,?,?,?,?,1
4251,'2018/10/17 13:42:12:594',13,679,1,0,?,?,?,?,?,?,?,?,?,1
4252,'2018/10/17 13:42:12:604',13,679,1,0,?,?,?,?,?,?,?,?,?,1
4253,'2018/10/17 13:42:12:661',13,668,2,0,?,?,?,?,?,?,?,?,?,1
4254,'2018/10/17 13:42:12:661',13,668,2,0,?,?,?,?,?,?,?,?,?,1
4255,'2018/10/17 13:42:12:672',13,668,2,0,?,?,?,?,?,?,?,?,?,1
4256,'2018/10/17 13:42:12:775',13,421,0,0,?,?,?,?,?,?,?,?,?,1
4257,'2018/10/17 13:42:12:775',13,421,0,0,?,?,?,?,?,?,?,?,?,1
4258,'2018/10/17 13:42:12:786',13,421,0,0,?,?,?,?,?,?,?,?,?,1
4259,'2018/10/17 13:42:12:796',13,421,0,0,?,?,?,?,?,?,?,?,?,1
4260,'2018/10/17 13:42:12:824',13,392,0,0,?,?,?,?,?,?,?,?,?,1
4261,'2018/10/17 13:42:12:824',13,392,0,0,?,?,?,?,?,?,?,?,?,1
4262,'2018/10/17 13:42:12:891',13,351,1,0,?,?,?,?,?,?,?,?,?,1
4263,'2018/10/17 13:42:12:891',13,351,1,0,?,?,?,?,?,?,?,?,?,1
4264,'2018/10/17 13:42:12:902',13,329,0,0,?,?,?,?,?,?,?,?,?,1
4265,'2018/10/17 13:42:12:944',13,398,1,0,?,?,?,?,?,?,?,?,?,1
4266,'2018/10/17 13:42:12:944',13,398,1,0,?,?,?,?,?,?,?,?,?,1
4267,'2018/10/17 13:42:12:954',13,410,0,0,?,?,?,?,?,?,?,?,?,1
4268,'2018/10/17 13:42:12:965',13,410,0,0,?,?,?,?,?,?,?,?,?,1
4269,'2018/10/17 13:42:13:127',13,376,0,0,?,?,?,?,?,?,?,?,?,1
4270,'2018/10/17 13:42:13:127',13,376,0,0,?,?,?,?,?,?,?,?,?,1
4271,'2018/10/17 13:42:13:137',13,376,0,0,?,?,?,?,?,?,?,?,?,1
4272,'2018/10/17 13:42:13:204',13,369,0,0,?,?,?,?,?,?,?,?,?,1
4273,'2018/10/17 13:42:13:204',13,369,0,0,?,?,?,?,?,?,?,?,?,1
4274,'2018/10/17 13:42:13:248',13,373,0,0,?,?,?,?,?,?,?,?,?,1
4275,'2018/10/17 13:42:13:249',13,373,0,0,?,?,?,?,?,?,?,?,?,1
4276,'2018/10/17 13:42:13:258',13,373,0,0,?,?,?,?,?,?,?,?,?,1
4277,'2018/10/17 13:42:13:270',13,362,0,0,?,?,?,?,?,?,?,?,?,1
4278,'2018/10/17 13:42:13:323',13,346,1,2,?,?,?,?,?,?,?,?,?,1
4279,'2018/10/17 13:42:13:324',13,346,1,2,?,?,?,?,?,?,?,?,?,1
4280,'2018/10/17 13:42:13:334',13,346,1,2,?,?,?,?,?,?,?,?,?,1
4281,'2018/10/17 13:42:13:344',13,346,1,2,?,?,?,?,?,?,?,?,?,1
4282,'2018/10/17 13:42:13:355',13,351,2,0,?,?,?,?,?,?,?,?,?,1
4283,'2018/10/17 13:42:13:377',13,377,1,0,?,?,?,?,?,?,?,?,?,1
4284,'2018/10/17 13:42:13:378',13,377,1,0,?,?,?,?,?,?,?,?,?,1
4285,'2018/10/17 13:42:13:423',13,431,2,0,?,?,?,?,?,?,?,?,?,1
4286,'2018/10/17 13:42:13:423',13,431,2,0,?,?,?,?,?,?,?,?,?,1
4287,'2018/10/17 13:42:13:494',13,502,1,0,?,?,?,?,?,?,?,?,?,1
4288,'2018/10/17 13:42:13:494',13,502,1,0,?,?,?,?,?,?,?,?,?,1
4289,'2018/10/17 13:42:13:504',13,502,1,0,?,?,?,?,?,?,?,?,?,1
4290,'2018/10/17 13:42:13:543',13,550,1,0,?,?,?,?,?,?,?,?,?,1
4291,'2018/10/17 13:42:13:544',13,550,1,0,?,?,?,?,?,?,?,?,?,1
4292,'2018/10/17 13:42:13:860',13,342,3,0,?,?,?,?,?,?,?,?,?,1
4293,'2018/10/17 13:42:13:861',13,342,3,0,?,?,?,?,?,?,?,?,?,1
4294,'2018/10/17 13:42:13:871',13,342,3,0,?,?,?,?,?,?,?,?,?,1
4295,'2018/10/17 13:42:14:030',13,288,1,2,?,?,?,?,?,?,?,?,?,1
4296,'2018/10/17 13:42:14:030',13,288,1,2,?,?,?,?,?,?,?,?,?,1
4297,'2018/10/17 13:42:14:084',13,262,0,0,?,?,?,?,?,?,?,?,?,1
4298,'2018/10/17 13:42:14:085',13,262,0,0,?,?,?,?,?,?,?,?,?,1
4299,'2018/10/17 13:42:14:138',13,283,0,0,?,?,?,?,?,?,?,?,?,1
4300,'2018/10/17 13:42:14:139',13,283,0,0,?,?,?,?,?,?,?,?,?,1
4301,'2018/10/17 13:42:14:149',13,283,0,0,?,?,?,?,?,?,?,?,?,1
4302,'2018/10/17 13:42:14:450',13,327,0,0,?,?,?,?,?,?,?,?,?,1
4303,'2018/10/17 13:42:14:451',13,327,0,0,?,?,?,?,?,?,?,?,?,1
4304,'2018/10/17 13:42:14:462',13,327,0,0,?,?,?,?,?,?,?,?,?,1
4305,'2018/10/17 13:42:14:522',13,413,0,0,?,?,?,?,?,?,?,?,?,1
4306,'2018/10/17 13:42:14:523',13,413,0,0,?,?,?,?,?,?,?,?,?,1
4307,'2018/10/17 13:42:14:533',13,413,0,0,?,?,?,?,?,?,?,?,?,1
4308,'2018/10/17 13:42:14:570',13,351,1,0,?,?,?,?,?,?,?,?,?,1
4309,'2018/10/17 13:42:14:570',13,351,1,0,?,?,?,?,?,?,?,?,?,1
4310,'2018/10/17 13:42:14:581',13,351,1,0,?,?,?,?,?,?,?,?,?,1
4311,'2018/10/17 13:42:14:591',13,365,1,0,?,?,?,?,?,?,?,?,?,1
4312,'2018/10/17 13:42:14:600',13,365,1,0,?,?,?,?,?,?,?,?,?,1
4313,'2018/10/17 13:42:14:642',13,381,2,0,?,?,?,?,?,?,?,?,?,1
4314,'2018/10/17 13:42:14:643',13,381,2,0,?,?,?,?,?,?,?,?,?,1
4315,'2018/10/17 13:42:14:681',13,450,1,3,?,?,?,?,?,?,?,?,?,1
4316,'2018/10/17 13:42:14:681',13,450,1,3,?,?,?,?,?,?,?,?,?,1
4317,'2018/10/17 13:42:14:693',13,450,1,3,?,?,?,?,?,?,?,?,?,1
4318,'2018/10/17 13:42:14:702',13,483,3,1,?,?,?,?,?,?,?,?,?,1
4319,'2018/10/17 13:42:14:741',13,455,3,1,?,?,?,?,?,?,?,?,?,1
4320,'2018/10/17 13:42:14:742',13,455,3,1,?,?,?,?,?,?,?,?,?,1
4321,'2018/10/17 13:42:14:751',13,472,3,0,?,?,?,?,?,?,?,?,?,1
4322,'2018/10/17 13:42:15:068',13,446,1,0,?,?,?,?,?,?,?,?,?,1
4323,'2018/10/17 13:42:15:069',13,446,1,0,?,?,?,?,?,?,?,?,?,1
4324,'2018/10/17 13:42:15:121',13,420,2,0,?,?,?,?,?,?,?,?,?,1
4325,'2018/10/17 13:42:15:122',13,420,2,0,?,?,?,?,?,?,?,?,?,1
4326,'2018/10/17 13:42:15:133',13,420,2,0,?,?,?,?,?,?,?,?,?,1
4327,'2018/10/17 13:42:15:163',13,440,4,0,?,?,?,?,?,?,?,?,?,1
4328,'2018/10/17 13:42:15:163',13,440,4,0,?,?,?,?,?,?,?,?,?,1
4329,'2018/10/17 13:42:15:225',13,392,2,4,?,?,?,?,?,?,?,?,?,1
4330,'2018/10/17 13:42:15:226',13,392,2,4,?,?,?,?,?,?,?,?,?,1
4331,'2018/10/17 13:42:15:236',13,392,2,4,?,?,?,?,?,?,?,?,?,1
4332,'2018/10/17 13:42:15:341',13,374,0,0,?,?,?,?,?,?,?,?,?,1
4333,'2018/10/17 13:42:15:341',13,374,0,0,?,?,?,?,?,?,?,?,?,1
4334,'2018/10/17 13:42:15:352',13,367,0,0,?,?,?,?,?,?,?,?,?,1
4335,'2018/10/17 13:42:15:667',13,277,0,0,?,?,?,?,?,?,?,?,?,1
4336,'2018/10/17 13:42:15:668',13,277,0,0,?,?,?,?,?,?,?,?,?,1
4337,'2018/10/17 13:42:15:709',13,306,2,0,?,?,?,?,?,?,?,?,?,1
4338,'2018/10/17 13:42:15:709',13,306,2,0,?,?,?,?,?,?,?,?,?,1
4339,'2018/10/17 13:42:15:720',13,306,2,0,?,?,?,?,?,?,?,?,?,1
4340,'2018/10/17 13:42:15:826',13,320,0,1,?,?,?,?,?,?,?,?,?,1
4341,'2018/10/17 13:42:15:826',13,320,0,1,?,?,?,?,?,?,?,?,?,1
4342,'2018/10/17 13:42:15:882',13,324,0,0,?,?,?,?,?,?,?,?,?,1
4343,'2018/10/17 13:42:15:882',13,324,0,0,?,?,?,?,?,?,?,?,?,1
4344,'2018/10/17 13:42:15:893',13,324,0,0,?,?,?,?,?,?,?,?,?,1
4345,'2018/10/17 13:42:15:902',13,324,0,0,?,?,?,?,?,?,?,?,?,1
4346,'2018/10/17 13:42:15:945',13,393,0,0,?,?,?,?,?,?,?,?,?,1
4347,'2018/10/17 13:42:15:945',13,393,0,0,?,?,?,?,?,?,?,?,?,1
4348,'2018/10/17 13:42:15:955',13,380,0,0,?,?,?,?,?,?,?,?,?,1
4349,'2018/10/17 13:42:16:200',13,377,1,0,?,?,?,?,?,?,?,?,?,1
4350,'2018/10/17 13:42:16:200',13,377,1,0,?,?,?,?,?,?,?,?,?,1
4351,'2018/10/17 13:42:16:265',13,372,1,0,?,?,?,?,?,?,?,?,?,1
4352,'2018/10/17 13:42:16:265',13,372,1,0,?,?,?,?,?,?,?,?,?,1
4353,'2018/10/17 13:42:16:381',13,394,0,0,?,?,?,?,?,?,?,?,?,1
4354,'2018/10/17 13:42:16:382',13,394,0,0,?,?,?,?,?,?,?,?,?,1
4355,'2018/10/17 13:42:16:485',13,363,3,0,?,?,?,?,?,?,?,?,?,1
4356,'2018/10/17 13:42:16:485',13,363,3,0,?,?,?,?,?,?,?,?,?,1
4357,'2018/10/17 13:42:16:563',13,382,2,1,?,?,?,?,?,?,?,?,?,1
4358,'2018/10/17 13:42:16:564',13,382,2,1,?,?,?,?,?,?,?,?,?,1
4359,'2018/10/17 13:42:16:794',13,455,0,0,?,?,?,?,?,?,?,?,?,1
4360,'2018/10/17 13:42:16:794',13,455,0,0,?,?,?,?,?,?,?,?,?,1
4361,'2018/10/17 13:42:16:844',13,482,3,0,?,?,?,?,?,?,?,?,?,1
4362,'2018/10/17 13:42:16:845',13,482,3,0,?,?,?,?,?,?,?,?,?,1
4363,'2018/10/17 13:42:16:854',13,482,3,0,?,?,?,?,?,?,?,?,?,1
4364,'2018/10/17 13:42:16:865',13,482,3,0,?,?,?,?,?,?,?,?,?,1
4365,'2018/10/17 13:42:16:905',13,489,1,0,?,?,?,?,?,?,?,?,?,1
4366,'2018/10/17 13:42:16:906',13,489,1,0,?,?,?,?,?,?,?,?,?,1
4367,'2018/10/17 13:42:16:916',13,448,0,0,?,?,?,?,?,?,?,?,?,1
4368,'2018/10/17 13:42:16:956',13,459,3,1,?,?,?,?,?,?,?,?,?,1
4369,'2018/10/17 13:42:16:957',13,459,3,1,?,?,?,?,?,?,?,?,?,1
4370,'2018/10/17 13:42:16:967',13,459,3,1,?,?,?,?,?,?,?,?,?,1
4371,'2018/10/17 13:42:16:977',13,442,1,2,?,?,?,?,?,?,?,?,?,1
4372,'2018/10/17 13:42:17:138',13,535,0,2,?,?,?,?,?,?,?,?,?,1
4373,'2018/10/17 13:42:17:139',13,535,0,2,?,?,?,?,?,?,?,?,?,1
4374,'2018/10/17 13:42:17:148',13,537,1,1,?,?,?,?,?,?,?,?,?,1
4375,'2018/10/17 13:42:17:336',13,668,0,0,?,?,?,?,?,?,?,?,?,1
4376,'2018/10/17 13:42:17:337',13,668,0,0,?,?,?,?,?,?,?,?,?,1
4377,'2018/10/17 13:42:17:452',13,468,1,0,?,?,?,?,?,?,?,?,?,1
4378,'2018/10/17 13:42:17:453',13,468,1,0,?,?,?,?,?,?,?,?,?,1
4379,'2018/10/17 13:42:17:463',13,468,1,0,?,?,?,?,?,?,?,?,?,1
4380,'2018/10/17 13:42:17:504',13,376,3,2,?,?,?,?,?,?,?,?,?,1
4381,'2018/10/17 13:42:17:504',13,376,3,2,?,?,?,?,?,?,?,?,?,1
4382,'2018/10/17 13:42:17:561',13,368,1,1,?,?,?,?,?,?,?,?,?,1
4383,'2018/10/17 13:42:17:562',13,368,1,1,?,?,?,?,?,?,?,?,?,1
4384,'2018/10/17 13:42:17:624',13,358,1,3,?,?,?,?,?,?,?,?,?,1
4385,'2018/10/17 13:42:17:625',13,358,1,3,?,?,?,?,?,?,?,?,?,1
4386,'2018/10/17 13:42:17:741',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4387,'2018/10/17 13:42:17:742',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4388,'2018/10/17 13:42:18:112',13,329,2,0,?,?,?,?,?,?,?,?,?,1
4389,'2018/10/17 13:42:18:112',13,329,2,0,?,?,?,?,?,?,?,?,?,1
4390,'2018/10/17 13:42:18:164',13,329,1,0,?,?,?,?,?,?,?,?,?,1
4391,'2018/10/17 13:42:18:164',13,329,1,0,?,?,?,?,?,?,?,?,?,1
4392,'2018/10/17 13:42:18:175',13,329,1,0,?,?,?,?,?,?,?,?,?,1
4393,'2018/10/17 13:42:18:343',13,336,2,1,?,?,?,?,?,?,?,?,?,1
4394,'2018/10/17 13:42:18:343',13,336,2,1,?,?,?,?,?,?,?,?,?,1
4395,'2018/10/17 13:42:18:353',13,327,1,0,?,?,?,?,?,?,?,?,?,1
4396,'2018/10/17 13:42:18:600',13,446,0,0,?,?,?,?,?,?,?,?,?,1
4397,'2018/10/17 13:42:18:600',13,446,0,0,?,?,?,?,?,?,?,?,?,1
4398,'2018/10/17 13:42:18:707',13,347,5,0,?,?,?,?,?,?,?,?,?,1
4399,'2018/10/17 13:42:18:708',13,347,5,0,?,?,?,?,?,?,?,?,?,1
4400,'2018/10/17 13:42:18:717',13,347,5,0,?,?,?,?,?,?,?,?,?,1
4401,'2018/10/17 13:42:18:767',13,338,2,0,?,?,?,?,?,?,?,?,?,1
4402,'2018/10/17 13:42:18:768',13,338,2,0,?,?,?,?,?,?,?,?,?,1
4403,'2018/10/17 13:42:18:827',13,310,0,0,?,?,?,?,?,?,?,?,?,1
4404,'2018/10/17 13:42:18:827',13,310,0,0,?,?,?,?,?,?,?,?,?,1
4405,'2018/10/17 13:42:18:892',13,278,2,1,?,?,?,?,?,?,?,?,?,1
4406,'2018/10/17 13:42:18:892',13,278,2,1,?,?,?,?,?,?,?,?,?,1
4407,'2018/10/17 13:42:18:938',13,290,1,0,?,?,?,?,?,?,?,?,?,1
4408,'2018/10/17 13:42:18:939',13,290,1,0,?,?,?,?,?,?,?,?,?,1
4409,'2018/10/17 13:42:18:949',13,306,3,0,?,?,?,?,?,?,?,?,?,1
4410,'2018/10/17 13:42:19:197',13,307,1,0,?,?,?,?,?,?,?,?,?,1
4411,'2018/10/17 13:42:19:197',13,307,1,0,?,?,?,?,?,?,?,?,?,1
4412,'2018/10/17 13:42:19:262',13,347,1,1,?,?,?,?,?,?,?,?,?,1
4413,'2018/10/17 13:42:19:262',13,347,1,1,?,?,?,?,?,?,?,?,?,1
4414,'2018/10/17 13:42:19:306',13,362,1,0,?,?,?,?,?,?,?,?,?,1
4415,'2018/10/17 13:42:19:306',13,362,1,0,?,?,?,?,?,?,?,?,?,1
4416,'2018/10/17 13:42:19:316',13,362,1,0,?,?,?,?,?,?,?,?,?,1
4417,'2018/10/17 13:42:19:370',13,396,3,2,?,?,?,?,?,?,?,?,?,1
4418,'2018/10/17 13:42:19:370',13,396,3,2,?,?,?,?,?,?,?,?,?,1
4419,'2018/10/17 13:42:19:382',13,396,3,2,?,?,?,?,?,?,?,?,?,1
4420,'2018/10/17 13:42:19:427',13,444,2,0,?,?,?,?,?,?,?,?,?,1
4421,'2018/10/17 13:42:19:428',13,444,2,0,?,?,?,?,?,?,?,?,?,1
4422,'2018/10/17 13:42:19:439',13,444,2,0,?,?,?,?,?,?,?,?,?,1
4423,'2018/10/17 13:42:19:475',13,518,1,1,?,?,?,?,?,?,?,?,?,1
4424,'2018/10/17 13:42:19:476',13,518,1,1,?,?,?,?,?,?,?,?,?,1
4425,'2018/10/17 13:42:19:485',13,518,1,1,?,?,?,?,?,?,?,?,?,1
4426,'2018/10/17 13:42:19:537',13,434,0,1,?,?,?,?,?,?,?,?,?,1
4427,'2018/10/17 13:42:19:537',13,434,0,1,?,?,?,?,?,?,?,?,?,1
4428,'2018/10/17 13:42:19:546',13,434,0,1,?,?,?,?,?,?,?,?,?,1
4429,'2018/10/17 13:42:19:909',13,370,0,0,?,?,?,?,?,?,?,?,?,1
4430,'2018/10/17 13:42:19:909',13,370,0,0,?,?,?,?,?,?,?,?,?,1
4431,'2018/10/17 13:42:19:920',13,396,2,0,?,?,?,?,?,?,?,?,?,1
4432,'2018/10/17 13:42:19:930',13,396,2,0,?,?,?,?,?,?,?,?,?,1
4433,'2018/10/17 13:42:19:958',13,417,0,0,?,?,?,?,?,?,?,?,?,1
4434,'2018/10/17 13:42:19:958',13,417,0,0,?,?,?,?,?,?,?,?,?,1
4435,'2018/10/17 13:42:20:012',13,566,1,0,?,?,?,?,?,?,?,?,?,1
4436,'2018/10/17 13:42:20:013',13,566,1,0,?,?,?,?,?,?,?,?,?,1
4437,'2018/10/17 13:42:20:074',13,663,2,0,?,?,?,?,?,?,?,?,?,1
4438,'2018/10/17 13:42:20:074',13,663,2,0,?,?,?,?,?,?,?,?,?,1
4439,'2018/10/17 13:42:20:084',13,663,2,0,?,?,?,?,?,?,?,?,?,1
4440,'2018/10/17 13:42:20:095',13,669,2,0,?,?,?,?,?,?,?,?,?,1
4441,'2018/10/17 13:42:20:139',13,603,2,2,?,?,?,?,?,?,?,?,?,1
4442,'2018/10/17 13:42:20:139',13,603,2,2,?,?,?,?,?,?,?,?,?,1
4443,'2018/10/17 13:42:20:330',13,304,2,0,?,?,?,?,?,?,?,?,?,1
4444,'2018/10/17 13:42:20:330',13,304,2,0,?,?,?,?,?,?,?,?,?,1
4445,'2018/10/17 13:42:20:404',13,242,0,0,?,?,?,?,?,?,?,?,?,1
4446,'2018/10/17 13:42:20:404',13,242,0,0,?,?,?,?,?,?,?,?,?,1
4447,'2018/10/17 13:42:20:461',13,205,0,1,?,?,?,?,?,?,?,?,?,1
4448,'2018/10/17 13:42:20:462',13,205,0,1,?,?,?,?,?,?,?,?,?,1
4449,'2018/10/17 13:42:20:621',13,303,2,0,?,?,?,?,?,?,?,?,?,1
4450,'2018/10/17 13:42:20:621',13,303,2,0,?,?,?,?,?,?,?,?,?,1
4451,'2018/10/17 13:42:20:686',13,332,1,2,?,?,?,?,?,?,?,?,?,1
4452,'2018/10/17 13:42:20:686',13,332,1,2,?,?,?,?,?,?,?,?,?,1
4453,'2018/10/17 13:42:20:729',13,374,1,0,?,?,?,?,?,?,?,?,?,1
4454,'2018/10/17 13:42:20:730',13,374,1,0,?,?,?,?,?,?,?,?,?,1
4455,'2018/10/17 13:42:20:739',13,374,1,0,?,?,?,?,?,?,?,?,?,1
4456,'2018/10/17 13:42:20:935',13,413,0,0,?,?,?,?,?,?,?,?,?,1
4457,'2018/10/17 13:42:20:936',13,413,0,0,?,?,?,?,?,?,?,?,?,1
4458,'2018/10/17 13:42:20:994',13,438,1,1,?,?,?,?,?,?,?,?,?,1
4459,'2018/10/17 13:42:20:994',13,438,1,1,?,?,?,?,?,?,?,?,?,1
4460,'2018/10/17 13:42:21:044',13,465,1,0,?,?,?,?,?,?,?,?,?,1
4461,'2018/10/17 13:42:21:045',13,465,1,0,?,?,?,?,?,?,?,?,?,1
4462,'2018/10/17 13:42:21:094',13,503,1,0,?,?,?,?,?,?,?,?,?,1
4463,'2018/10/17 13:42:21:095',13,503,1,0,?,?,?,?,?,?,?,?,?,1
4464,'2018/10/17 13:42:21:105',13,503,1,0,?,?,?,?,?,?,?,?,?,1
4465,'2018/10/17 13:42:21:158',13,567,3,0,?,?,?,?,?,?,?,?,?,1
4466,'2018/10/17 13:42:21:159',13,567,3,0,?,?,?,?,?,?,?,?,?,1
4467,'2018/10/17 13:42:21:170',13,567,3,0,?,?,?,?,?,?,?,?,?,1
4468,'2018/10/17 13:42:21:218',13,476,2,1,?,?,?,?,?,?,?,?,?,1
4469,'2018/10/17 13:42:21:218',13,476,2,1,?,?,?,?,?,?,?,?,?,1
4470,'2018/10/17 13:42:21:228',13,476,2,1,?,?,?,?,?,?,?,?,?,1
4471,'2018/10/17 13:42:21:278',13,367,1,0,?,?,?,?,?,?,?,?,?,1
4472,'2018/10/17 13:42:21:279',13,367,1,0,?,?,?,?,?,?,?,?,?,1
4473,'2018/10/17 13:42:21:328',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4474,'2018/10/17 13:42:21:329',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4475,'2018/10/17 13:42:21:339',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4476,'2018/10/17 13:42:21:349',13,386,0,0,?,?,?,?,?,?,?,?,?,1
4477,'2018/10/17 13:42:21:648',13,310,1,0,?,?,?,?,?,?,?,?,?,1
4478,'2018/10/17 13:42:21:649',13,310,1,0,?,?,?,?,?,?,?,?,?,1
4479,'2018/10/17 13:42:21:658',13,310,1,0,?,?,?,?,?,?,?,?,?,1
4480,'2018/10/17 13:42:21:669',13,310,1,0,?,?,?,?,?,?,?,?,?,1
4481,'2018/10/17 13:42:21:770',13,361,1,0,?,?,?,?,?,?,?,?,?,1
4482,'2018/10/17 13:42:21:770',13,361,1,0,?,?,?,?,?,?,?,?,?,1
4483,'2018/10/17 13:42:21:782',13,361,1,0,?,?,?,?,?,?,?,?,?,1
4484,'2018/10/17 13:42:21:810',13,327,1,1,?,?,?,?,?,?,?,?,?,1
4485,'2018/10/17 13:42:21:810',13,327,1,1,?,?,?,?,?,?,?,?,?,1
4486,'2018/10/17 13:42:21:873',13,309,1,0,?,?,?,?,?,?,?,?,?,1
4487,'2018/10/17 13:42:21:873',13,309,1,0,?,?,?,?,?,?,?,?,?,1
4488,'2018/10/17 13:42:21:885',13,312,3,0,?,?,?,?,?,?,?,?,?,1
4489,'2018/10/17 13:42:21:894',13,312,3,0,?,?,?,?,?,?,?,?,?,1
4490,'2018/10/17 13:42:21:903',13,312,3,0,?,?,?,?,?,?,?,?,?,1
4491,'2018/10/17 13:42:21:933',13,264,3,0,?,?,?,?,?,?,?,?,?,1
4492,'2018/10/17 13:42:21:933',13,264,3,0,?,?,?,?,?,?,?,?,?,1
4493,'2018/10/17 13:42:22:246',13,342,0,0,?,?,?,?,?,?,?,?,?,1
4494,'2018/10/17 13:42:22:246',13,342,0,0,?,?,?,?,?,?,?,?,?,1
4495,'2018/10/17 13:42:22:257',13,342,0,0,?,?,?,?,?,?,?,?,?,1
4496,'2018/10/17 13:42:22:319',13,310,0,0,?,?,?,?,?,?,?,?,?,1
4497,'2018/10/17 13:42:22:319',13,310,0,0,?,?,?,?,?,?,?,?,?,1
4498,'2018/10/17 13:42:22:349',13,281,1,0,?,?,?,?,?,?,?,?,?,1
4499,'2018/10/17 13:42:22:349',13,281,1,0,?,?,?,?,?,?,?,?,?,1
4500,'2018/10/17 13:42:22:359',13,281,1,0,?,?,?,?,?,?,?,?,?,1
4501,'2018/10/17 13:42:22:369',13,270,0,0,?,?,?,?,?,?,?,?,?,1
4502,'2018/10/17 13:42:22:425',13,337,2,1,?,?,?,?,?,?,?,?,?,1
4503,'2018/10/17 13:42:22:426',13,337,2,1,?,?,?,?,?,?,?,?,?,1
4504,'2018/10/17 13:42:22:437',13,337,2,1,?,?,?,?,?,?,?,?,?,1
4505,'2018/10/17 13:42:22:480',13,348,2,1,?,?,?,?,?,?,?,?,?,1
4506,'2018/10/17 13:42:22:481',13,348,2,1,?,?,?,?,?,?,?,?,?,1
