@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
1611,'2018/10/17 13:37:28:106',6,527,0,0,?,?,?,?,?,?,?,?,?,0
1612,'2018/10/17 13:37:28:107',6,527,0,0,?,?,?,?,?,?,?,?,?,0
1613,'2018/10/17 13:37:28:160',6,750,2,1,?,?,?,?,?,?,?,?,?,0
1614,'2018/10/17 13:37:28:161',6,750,2,1,?,?,?,?,?,?,?,?,?,0
1615,'2018/10/17 13:37:28:170',6,750,2,1,?,?,?,?,?,?,?,?,?,0
1616,'2018/10/17 13:37:28:220',6,842,2,0,?,?,?,?,?,?,?,?,?,0
1617,'2018/10/17 13:37:28:221',6,842,2,0,?,?,?,?,?,?,?,?,?,0
1618,'2018/10/17 13:37:28:269',6,876,2,0,?,?,?,?,?,?,?,?,?,0
1619,'2018/10/17 13:37:28:270',6,876,2,0,?,?,?,?,?,?,?,?,?,0
1620,'2018/10/17 13:37:28:583',6,247,2,0,?,?,?,?,?,?,?,?,?,0
1621,'2018/10/17 13:37:28:583',6,247,2,0,?,?,?,?,?,?,?,?,?,0
1622,'2018/10/17 13:37:28:593',6,237,1,0,?,?,?,?,?,?,?,?,?,0
1623,'2018/10/17 13:37:28:630',6,210,0,0,?,?,?,?,?,?,?,?,?,0
1624,'2018/10/17 13:37:28:631',6,210,0,0,?,?,?,?,?,?,?,?,?,0
1625,'2018/10/17 13:37:28:642',6,210,0,0,?,?,?,?,?,?,?,?,?,0
1626,'2018/10/17 13:37:28:696',6,417,3,0,?,?,?,?,?,?,?,?,?,0
1627,'2018/10/17 13:37:28:696',6,417,3,0,?,?,?,?,?,?,?,?,?,0
1628,'2018/10/17 13:37:28:706',6,417,3,0,?,?,?,?,?,?,?,?,?,0
1629,'2018/10/17 13:37:28:868',6,608,0,0,?,?,?,?,?,?,?,?,?,0
1630,'2018/10/17 13:37:28:868',6,608,0,0,?,?,?,?,?,?,?,?,?,0
1631,'2018/10/17 13:37:28:879',6,608,0,0,?,?,?,?,?,?,?,?,?,0
1632,'2018/10/17 13:37:29:066',6,364,0,0,?,?,?,?,?,?,?,?,?,0
1633,'2018/10/17 13:37:29:066',6,364,0,0,?,?,?,?,?,?,?,?,?,0
1634,'2018/10/17 13:37:29:114',6,654,2,1,?,?,?,?,?,?,?,?,?,0
1635,'2018/10/17 13:37:29:115',6,654,2,1,?,?,?,?,?,?,?,?,?,0
1636,'2018/10/17 13:37:29:124',6,654,2,1,?,?,?,?,?,?,?,?,?,0
1637,'2018/10/17 13:37:29:201',6,930,2,0,?,?,?,?,?,?,?,?,?,0
1638,'2018/10/17 13:37:29:201',6,930,2,0,?,?,?,?,?,?,?,?,?,0
1639,'2018/10/17 13:37:29:234',6,950,4,0,?,?,?,?,?,?,?,?,?,0
1640,'2018/10/17 13:37:29:234',6,950,4,0,?,?,?,?,?,?,?,?,?,0
1641,'2018/10/17 13:37:29:285',6,708,3,1,?,?,?,?,?,?,?,?,?,0
1642,'2018/10/17 13:37:29:286',6,708,3,1,?,?,?,?,?,?,?,?,?,0
1643,'2018/10/17 13:37:29:296',6,708,3,1,?,?,?,?,?,?,?,?,?,0
1644,'2018/10/17 13:37:29:347',6,583,0,0,?,?,?,?,?,?,?,?,?,0
1645,'2018/10/17 13:37:29:347',6,583,0,0,?,?,?,?,?,?,?,?,?,0
1646,'2018/10/17 13:37:29:411',6,946,2,0,?,?,?,?,?,?,?,?,?,0
1647,'2018/10/17 13:37:29:411',6,946,2,0,?,?,?,?,?,?,?,?,?,0
1648,'2018/10/17 13:37:29:421',6,983,0,0,?,?,?,?,?,?,?,?,?,0
1649,'2018/10/17 13:37:29:468',6,979,1,0,?,?,?,?,?,?,?,?,?,0
1650,'2018/10/17 13:37:29:469',6,979,1,0,?,?,?,?,?,?,?,?,?,0
1651,'2018/10/17 13:37:29:479',6,983,2,0,?,?,?,?,?,?,?,?,?,0
1652,'2018/10/17 13:37:29:488',6,983,2,0,?,?,?,?,?,?,?,?,?,0
1653,'2018/10/17 13:37:29:791',6,483,0,0,?,?,?,?,?,?,?,?,?,0
1654,'2018/10/17 13:37:29:791',6,483,0,0,?,?,?,?,?,?,?,?,?,0
1655,'2018/10/17 13:37:29:841',6,503,0,1,?,?,?,?,?,?,?,?,?,0
1656,'2018/10/17 13:37:29:841',6,503,0,1,?,?,?,?,?,?,?,?,?,0
1657,'2018/10/17 13:37:29:852',6,503,0,1,?,?,?,?,?,?,?,?,?,0
1658,'2018/10/17 13:37:29:908',6,790,2,0,?,?,?,?,?,?,?,?,?,0
1659,'2018/10/17 13:37:29:909',6,790,2,0,?,?,?,?,?,?,?,?,?,0
1660,'2018/10/17 13:37:29:952',6,983,1,0,?,?,?,?,?,?,?,?,?,0
1661,'2018/10/17 13:37:29:952',6,983,1,0,?,?,?,?,?,?,?,?,?,0
1662,'2018/10/17 13:37:30:018',6,981,2,0,?,?,?,?,?,?,?,?,?,0
1663,'2018/10/17 13:37:30:019',6,981,2,0,?,?,?,?,?,?,?,?,?,0
1664,'2018/10/17 13:37:30:028',6,981,2,0,?,?,?,?,?,?,?,?,?,0
1665,'2018/10/17 13:37:30:066',6,982,1,1,?,?,?,?,?,?,?,?,?,0
1666,'2018/10/17 13:37:30:067',6,982,1,1,?,?,?,?,?,?,?,?,?,0
1667,'2018/10/17 13:37:30:330',6,646,3,1,?,?,?,?,?,?,?,?,?,0
1668,'2018/10/17 13:37:30:330',6,646,3,1,?,?,?,?,?,?,?,?,?,0
1669,'2018/10/17 13:37:30:382',6,780,3,0,?,?,?,?,?,?,?,?,?,0
1670,'2018/10/17 13:37:30:383',6,780,3,0,?,?,?,?,?,?,?,?,?,0
1671,'2018/10/17 13:37:30:392',6,780,3,0,?,?,?,?,?,?,?,?,?,0
1672,'2018/10/17 13:37:30:450',6,970,1,0,?,?,?,?,?,?,?,?,?,0
1673,'2018/10/17 13:37:30:451',6,970,1,0,?,?,?,?,?,?,?,?,?,0
1674,'2018/10/17 13:37:30:460',6,970,1,0,?,?,?,?,?,?,?,?,?,0
1675,'2018/10/17 13:37:30:471',6,970,1,0,?,?,?,?,?,?,?,?,?,0
1676,'2018/10/17 13:37:30:508',6,766,0,0,?,?,?,?,?,?,?,?,?,0
1677,'2018/10/17 13:37:30:508',6,766,0,0,?,?,?,?,?,?,?,?,?,0
1678,'2018/10/17 13:37:30:549',6,663,0,0,?,?,?,?,?,?,?,?,?,0
1679,'2018/10/17 13:37:30:550',6,663,0,0,?,?,?,?,?,?,?,?,?,0
1680,'2018/10/17 13:37:30:559',6,663,0,0,?,?,?,?,?,?,?,?,?,0
1681,'2018/10/17 13:37:30:609',6,681,2,1,?,?,?,?,?,?,?,?,?,0
1682,'2018/10/17 13:37:30:610',6,681,2,1,?,?,?,?,?,?,?,?,?,0
1683,'2018/10/17 13:37:30:666',6,827,2,3,?,?,?,?,?,?,?,?,?,0
1684,'2018/10/17 13:37:30:666',6,827,2,3,?,?,?,?,?,?,?,?,?,0
1685,'2018/10/17 13:37:30:863',6,345,2,0,?,?,?,?,?,?,?,?,?,0
1686,'2018/10/17 13:37:30:863',6,345,2,0,?,?,?,?,?,?,?,?,?,0
1687,'2018/10/17 13:37:30:919',6,303,2,0,?,?,?,?,?,?,?,?,?,0
1688,'2018/10/17 13:37:30:920',6,303,2,0,?,?,?,?,?,?,?,?,?,0
1689,'2018/10/17 13:37:31:028',6,307,3,0,?,?,?,?,?,?,?,?,?,0
1690,'2018/10/17 13:37:31:029',6,307,3,0,?,?,?,?,?,?,?,?,?,0
1691,'2018/10/17 13:37:31:040',6,307,3,0,?,?,?,?,?,?,?,?,?,0
1692,'2018/10/17 13:37:31:111',6,336,0,0,?,?,?,?,?,?,?,?,?,0
1693,'2018/10/17 13:37:31:111',6,336,0,0,?,?,?,?,?,?,?,?,?,0
1694,'2018/10/17 13:37:31:121',6,336,0,0,?,?,?,?,?,?,?,?,?,0
1695,'2018/10/17 13:37:31:206',6,493,2,0,?,?,?,?,?,?,?,?,?,0
1696,'2018/10/17 13:37:31:206',6,493,2,0,?,?,?,?,?,?,?,?,?,0
1697,'2018/10/17 13:37:31:216',6,493,2,0,?,?,?,?,?,?,?,?,?,0
1698,'2018/10/17 13:37:31:261',6,524,2,0,?,?,?,?,?,?,?,?,?,0
1699,'2018/10/17 13:37:31:261',6,524,2,0,?,?,?,?,?,?,?,?,?,0
1700,'2018/10/17 13:37:31:271',6,524,2,0,?,?,?,?,?,?,?,?,?,0
1701,'2018/10/17 13:37:31:528',6,339,1,1,?,?,?,?,?,?,?,?,?,0
1702,'2018/10/17 13:37:31:529',6,339,1,1,?,?,?,?,?,?,?,?,?,0
1703,'2018/10/17 13:37:31:571',6,321,1,0,?,?,?,?,?,?,?,?,?,0
1704,'2018/10/17 13:37:31:571',6,321,1,0,?,?,?,?,?,?,?,?,?,0
1705,'2018/10/17 13:37:31:581',6,321,1,0,?,?,?,?,?,?,?,?,?,0
1706,'2018/10/17 13:37:31:592',6,322,0,0,?,?,?,?,?,?,?,?,?,0
1707,'2018/10/17 13:37:31:629',6,272,2,0,?,?,?,?,?,?,?,?,?,0
1708,'2018/10/17 13:37:31:629',6,272,2,0,?,?,?,?,?,?,?,?,?,0
1709,'2018/10/17 13:37:31:695',6,214,3,2,?,?,?,?,?,?,?,?,?,0
1710,'2018/10/17 13:37:31:696',6,214,3,2,?,?,?,?,?,?,?,?,?,0
1711,'2018/10/17 13:37:31:762',6,250,2,0,?,?,?,?,?,?,?,?,?,0
1712,'2018/10/17 13:37:31:762',6,250,2,0,?,?,?,?,?,?,?,?,?,0
1713,'2018/10/17 13:37:31:808',6,273,0,0,?,?,?,?,?,?,?,?,?,0
1714,'2018/10/17 13:37:31:809',6,273,0,0,?,?,?,?,?,?,?,?,?,0
1715,'2018/10/17 13:37:31:866',6,369,0,0,?,?,?,?,?,?,?,?,?,0
1716,'2018/10/17 13:37:31:866',6,369,0,0,?,?,?,?,?,?,?,?,?,0
1717,'2018/10/17 13:37:32:183',6,246,2,0,?,?,?,?,?,?,?,?,?,0
1718,'2018/10/17 13:37:32:184',6,246,2,0,?,?,?,?,?,?,?,?,?,0
1719,'2018/10/17 13:37:32:194',6,249,0,0,?,?,?,?,?,?,?,?,?,0
1720,'2018/10/17 13:37:32:244',6,231,1,0,?,?,?,?,?,?,?,?,?,0
1721,'2018/10/17 13:37:32:245',6,231,1,0,?,?,?,?,?,?,?,?,?,0
1722,'2018/10/17 13:37:32:254',6,231,1,0,?,?,?,?,?,?,?,?,?,0
1723,'2018/10/17 13:37:32:295',6,219,0,3,?,?,?,?,?,?,?,?,?,0
1724,'2018/10/17 13:37:32:295',6,219,0,3,?,?,?,?,?,?,?,?,?,0
1725,'2018/10/17 13:37:32:404',6,160,2,0,?,?,?,?,?,?,?,?,?,0
1726,'2018/10/17 13:37:32:405',6,160,2,0,?,?,?,?,?,?,?,?,?,0
1727,'2018/10/17 13:37:32:414',6,160,2,0,?,?,?,?,?,?,?,?,?,0
1728,'2018/10/17 13:37:32:462',6,150,1,3,?,?,?,?,?,?,?,?,?,0
1729,'2018/10/17 13:37:32:463',6,150,1,3,?,?,?,?,?,?,?,?,?,0
1730,'2018/10/17 13:37:32:474',6,150,1,3,?,?,?,?,?,?,?,?,?,0
1731,'2018/10/17 13:37:32:791',6,246,3,2,?,?,?,?,?,?,?,?,?,0
1732,'2018/10/17 13:37:32:792',6,246,3,2,?,?,?,?,?,?,?,?,?,0
1733,'2018/10/17 13:37:32:851',6,190,1,0,?,?,?,?,?,?,?,?,?,0
1734,'2018/10/17 13:37:32:851',6,190,1,0,?,?,?,?,?,?,?,?,?,0
1735,'2018/10/17 13:37:32:862',6,190,1,0,?,?,?,?,?,?,?,?,?,0
1736,'2018/10/17 13:37:32:882',6,216,0,1,?,?,?,?,?,?,?,?,?,0
1737,'2018/10/17 13:37:32:883',6,216,0,1,?,?,?,?,?,?,?,?,?,0
1738,'2018/10/17 13:37:32:893',6,216,0,1,?,?,?,?,?,?,?,?,?,0
1739,'2018/10/17 13:37:32:940',6,291,2,1,?,?,?,?,?,?,?,?,?,0
1740,'2018/10/17 13:37:32:940',6,291,2,1,?,?,?,?,?,?,?,?,?,0
1741,'2018/10/17 13:37:32:950',6,291,2,1,?,?,?,?,?,?,?,?,?,0
1742,'2018/10/17 13:37:33:029',6,266,1,1,?,?,?,?,?,?,?,?,?,0
1743,'2018/10/17 13:37:33:029',6,266,1,1,?,?,?,?,?,?,?,?,?,0
1744,'2018/10/17 13:37:33:060',6,208,4,0,?,?,?,?,?,?,?,?,?,0
1745,'2018/10/17 13:37:33:061',6,208,4,0,?,?,?,?,?,?,?,?,?,0
1746,'2018/10/17 13:37:33:379',6,220,0,2,?,?,?,?,?,?,?,?,?,0
1747,'2018/10/17 13:37:33:379',6,220,0,2,?,?,?,?,?,?,?,?,?,0
1748,'2018/10/17 13:37:33:389',6,220,0,2,?,?,?,?,?,?,?,?,?,0
1749,'2018/10/17 13:37:33:425',6,217,3,1,?,?,?,?,?,?,?,?,?,0
1750,'2018/10/17 13:37:33:426',6,217,3,1,?,?,?,?,?,?,?,?,?,0
1751,'2018/10/17 13:37:33:483',6,184,2,0,?,?,?,?,?,?,?,?,?,0
1752,'2018/10/17 13:37:33:483',6,184,2,0,?,?,?,?,?,?,?,?,?,0
1753,'2018/10/17 13:37:33:493',6,192,0,0,?,?,?,?,?,?,?,?,?,0
1754,'2018/10/17 13:37:33:504',6,192,0,0,?,?,?,?,?,?,?,?,?,0
1755,'2018/10/17 13:37:33:558',6,211,1,0,?,?,?,?,?,?,?,?,?,0
1756,'2018/10/17 13:37:33:559',6,211,1,0,?,?,?,?,?,?,?,?,?,0
1757,'2018/10/17 13:37:33:568',6,211,1,0,?,?,?,?,?,?,?,?,?,0
1758,'2018/10/17 13:37:33:613',6,190,1,1,?,?,?,?,?,?,?,?,?,0
1759,'2018/10/17 13:37:33:614',6,190,1,1,?,?,?,?,?,?,?,?,?,0
1760,'2018/10/17 13:37:33:680',6,179,6,1,?,?,?,?,?,?,?,?,?,0
1761,'2018/10/17 13:37:33:680',6,179,6,1,?,?,?,?,?,?,?,?,?,0
1762,'2018/10/17 13:37:33:917',6,268,1,0,?,?,?,?,?,?,?,?,?,0
1763,'2018/10/17 13:37:33:917',6,268,1,0,?,?,?,?,?,?,?,?,?,0
1764,'2018/10/17 13:37:34:037',6,229,2,0,?,?,?,?,?,?,?,?,?,0
1765,'2018/10/17 13:37:34:037',6,229,2,0,?,?,?,?,?,?,?,?,?,0
1766,'2018/10/17 13:37:34:048',6,213,1,0,?,?,?,?,?,?,?,?,?,0
1767,'2018/10/17 13:37:34:057',6,213,1,0,?,?,?,?,?,?,?,?,?,0
1768,'2018/10/17 13:37:34:258',6,176,2,0,?,?,?,?,?,?,?,?,?,0
1769,'2018/10/17 13:37:34:259',6,176,2,0,?,?,?,?,?,?,?,?,?,0
1770,'2018/10/17 13:37:34:270',6,176,2,0,?,?,?,?,?,?,?,?,?,0
1771,'2018/10/17 13:37:34:464',6,146,3,0,?,?,?,?,?,?,?,?,?,0
1772,'2018/10/17 13:37:34:465',6,146,3,0,?,?,?,?,?,?,?,?,?,0
1773,'2018/10/17 13:37:34:513',6,150,3,1,?,?,?,?,?,?,?,?,?,0
1774,'2018/10/17 13:37:34:514',6,150,3,1,?,?,?,?,?,?,?,?,?,0
1775,'2018/10/17 13:37:34:523',6,150,3,1,?,?,?,?,?,?,?,?,?,0
1776,'2018/10/17 13:37:34:631',6,152,2,0,?,?,?,?,?,?,?,?,?,0
1777,'2018/10/17 13:37:34:632',6,152,2,0,?,?,?,?,?,?,?,?,?,0
1778,'2018/10/17 13:37:34:642',6,152,2,0,?,?,?,?,?,?,?,?,?,0
1779,'2018/10/17 13:37:34:699',6,192,0,1,?,?,?,?,?,?,?,?,?,0
1780,'2018/10/17 13:37:34:700',6,192,0,1,?,?,?,?,?,?,?,?,?,0
1781,'2018/10/17 13:37:34:711',6,192,0,1,?,?,?,?,?,?,?,?,?,0
1782,'2018/10/17 13:37:34:799',6,178,1,0,?,?,?,?,?,?,?,?,?,0
1783,'2018/10/17 13:37:34:800',6,178,1,0,?,?,?,?,?,?,?,?,?,0
1784,'2018/10/17 13:37:34:809',6,178,1,0,?,?,?,?,?,?,?,?,?,0
1785,'2018/10/17 13:37:34:820',6,170,0,0,?,?,?,?,?,?,?,?,?,0
1786,'2018/10/17 13:37:34:857',6,147,3,0,?,?,?,?,?,?,?,?,?,0
1787,'2018/10/17 13:37:34:857',6,147,3,0,?,?,?,?,?,?,?,?,?,0
1788,'2018/10/17 13:37:34:867',6,147,3,0,?,?,?,?,?,?,?,?,?,0
1789,'2018/10/17 13:37:35:128',6,431,1,2,?,?,?,?,?,?,?,?,?,0
1790,'2018/10/17 13:37:35:128',6,431,1,2,?,?,?,?,?,?,?,?,?,0
1791,'2018/10/17 13:37:35:174',6,480,0,2,?,?,?,?,?,?,?,?,?,0
1792,'2018/10/17 13:37:35:175',6,480,0,2,?,?,?,?,?,?,?,?,?,0
1793,'2018/10/17 13:37:35:359',6,896,2,3,?,?,?,?,?,?,?,?,?,0
1794,'2018/10/17 13:37:35:359',6,896,2,3,?,?,?,?,?,?,?,?,?,0
1795,'2018/10/17 13:37:35:369',6,896,2,3,?,?,?,?,?,?,?,?,?,0
1796,'2018/10/17 13:37:35:379',6,896,2,3,?,?,?,?,?,?,?,?,?,0
1797,'2018/10/17 13:37:35:413',6,917,3,3,?,?,?,?,?,?,?,?,?,0
1798,'2018/10/17 13:37:35:413',6,917,3,3,?,?,?,?,?,?,?,?,?,0
1799,'2018/10/17 13:37:35:454',6,865,2,0,?,?,?,?,?,?,?,?,?,0
1800,'2018/10/17 13:37:35:455',6,865,2,0,?,?,?,?,?,?,?,?,?,0
1801,'2018/10/17 13:37:35:466',6,865,2,0,?,?,?,?,?,?,?,?,?,0
1802,'2018/10/17 13:37:35:722',6,200,0,0,?,?,?,?,?,?,?,?,?,0
1803,'2018/10/17 13:37:35:723',6,200,0,0,?,?,?,?,?,?,?,?,?,0
1804,'2018/10/17 13:37:35:773',6,198,1,1,?,?,?,?,?,?,?,?,?,0
1805,'2018/10/17 13:37:35:774',6,198,1,1,?,?,?,?,?,?,?,?,?,0
1806,'2018/10/17 13:37:35:784',6,198,1,1,?,?,?,?,?,?,?,?,?,0
1807,'2018/10/17 13:37:35:795',6,205,0,0,?,?,?,?,?,?,?,?,?,0
1808,'2018/10/17 13:37:35:832',6,233,2,0,?,?,?,?,?,?,?,?,?,0
1809,'2018/10/17 13:37:35:833',6,233,2,0,?,?,?,?,?,?,?,?,?,0
1810,'2018/10/17 13:37:35:843',6,233,2,0,?,?,?,?,?,?,?,?,?,0
1811,'2018/10/17 13:37:35:952',6,310,1,0,?,?,?,?,?,?,?,?,?,0
1812,'2018/10/17 13:37:35:953',6,310,1,0,?,?,?,?,?,?,?,?,?,0
1813,'2018/10/17 13:37:35:964',6,310,1,0,?,?,?,?,?,?,?,?,?,0
1814,'2018/10/17 13:37:36:001',6,298,3,1,?,?,?,?,?,?,?,?,?,0
1815,'2018/10/17 13:37:36:002',6,298,3,1,?,?,?,?,?,?,?,?,?,0
1816,'2018/10/17 13:37:36:058',6,318,1,2,?,?,?,?,?,?,?,?,?,0
1817,'2018/10/17 13:37:36:058',6,318,1,2,?,?,?,?,?,?,?,?,?,0
1818,'2018/10/17 13:37:36:373',6,168,1,0,?,?,?,?,?,?,?,?,?,0
1819,'2018/10/17 13:37:36:373',6,168,1,0,?,?,?,?,?,?,?,?,?,0
1820,'2018/10/17 13:37:36:385',6,168,1,0,?,?,?,?,?,?,?,?,?,0
1821,'2018/10/17 13:37:36:435',6,166,2,0,?,?,?,?,?,?,?,?,?,0
1822,'2018/10/17 13:37:36:436',6,166,2,0,?,?,?,?,?,?,?,?,?,0
1823,'2018/10/17 13:37:36:475',6,177,1,0,?,?,?,?,?,?,?,?,?,0
1824,'2018/10/17 13:37:36:476',6,177,1,0,?,?,?,?,?,?,?,?,?,0
1825,'2018/10/17 13:37:36:486',6,177,1,0,?,?,?,?,?,?,?,?,?,0
1826,'2018/10/17 13:37:36:546',6,177,1,0,?,?,?,?,?,?,?,?,?,0
1827,'2018/10/17 13:37:36:546',6,177,1,0,?,?,?,?,?,?,?,?,?,0
1828,'2018/10/17 13:37:36:557',6,168,1,0,?,?,?,?,?,?,?,?,?,0
1829,'2018/10/17 13:37:36:602',6,175,3,0,?,?,?,?,?,?,?,?,?,0
1830,'2018/10/17 13:37:36:602',6,175,3,0,?,?,?,?,?,?,?,?,?,0
1831,'2018/10/17 13:37:36:613',6,174,0,0,?,?,?,?,?,?,?,?,?,0
1832,'2018/10/17 13:37:36:658',6,155,0,1,?,?,?,?,?,?,?,?,?,0
1833,'2018/10/17 13:37:36:659',6,155,0,1,?,?,?,?,?,?,?,?,?,0
1834,'2018/10/17 13:37:36:669',6,153,1,0,?,?,?,?,?,?,?,?,?,0
1835,'2018/10/17 13:37:36:919',6,160,3,0,?,?,?,?,?,?,?,?,?,0
1836,'2018/10/17 13:37:36:920',6,160,3,0,?,?,?,?,?,?,?,?,?,0
1837,'2018/10/17 13:37:36:970',6,192,1,0,?,?,?,?,?,?,?,?,?,0
1838,'2018/10/17 13:37:36:970',6,192,1,0,?,?,?,?,?,?,?,?,?,0
1839,'2018/10/17 13:37:36:981',6,192,1,0,?,?,?,?,?,?,?,?,?,0
1840,'2018/10/17 13:37:37:022',6,215,1,0,?,?,?,?,?,?,?,?,?,0
1841,'2018/10/17 13:37:37:023',6,215,1,0,?,?,?,?,?,?,?,?,?,0
1842,'2018/10/17 13:37:37:033',6,224,0,0,?,?,?,?,?,?,?,?,?,0
1843,'2018/10/17 13:37:37:043',6,224,0,0,?,?,?,?,?,?,?,?,?,0
1844,'2018/10/17 13:37:37:131',6,356,1,0,?,?,?,?,?,?,?,?,?,0
1845,'2018/10/17 13:37:37:132',6,356,1,0,?,?,?,?,?,?,?,?,?,0
1846,'2018/10/17 13:37:37:142',6,356,1,0,?,?,?,?,?,?,?,?,?,0
1847,'2018/10/17 13:37:37:204',6,364,3,0,?,?,?,?,?,?,?,?,?,0
1848,'2018/10/17 13:37:37:205',6,364,3,0,?,?,?,?,?,?,?,?,?,0
1849,'2018/10/17 13:37:37:257',6,359,1,0,?,?,?,?,?,?,?,?,?,0
1850,'2018/10/17 13:37:37:257',6,359,1,0,?,?,?,?,?,?,?,?,?,0
1851,'2018/10/17 13:37:37:576',6,192,1,2,?,?,?,?,?,?,?,?,?,0
1852,'2018/10/17 13:37:37:576',6,192,1,2,?,?,?,?,?,?,?,?,?,0
1853,'2018/10/17 13:37:37:637',6,186,3,0,?,?,?,?,?,?,?,?,?,0
1854,'2018/10/17 13:37:37:638',6,186,3,0,?,?,?,?,?,?,?,?,?,0
1855,'2018/10/17 13:37:37:648',6,186,3,0,?,?,?,?,?,?,?,?,?,0
1856,'2018/10/17 13:37:37:694',6,197,2,0,?,?,?,?,?,?,?,?,?,0
1857,'2018/10/17 13:37:37:694',6,197,2,0,?,?,?,?,?,?,?,?,?,0
1858,'2018/10/17 13:37:37:705',6,197,2,0,?,?,?,?,?,?,?,?,?,0
1859,'2018/10/17 13:37:37:744',6,218,3,0,?,?,?,?,?,?,?,?,?,0
1860,'2018/10/17 13:37:37:744',6,218,3,0,?,?,?,?,?,?,?,?,?,0
1861,'2018/10/17 13:37:37:755',6,218,3,0,?,?,?,?,?,?,?,?,?,0
1862,'2018/10/17 13:37:37:798',6,212,3,1,?,?,?,?,?,?,?,?,?,0
1863,'2018/10/17 13:37:37:798',6,212,3,1,?,?,?,?,?,?,?,?,?,0
1864,'2018/10/17 13:37:37:810',6,212,3,1,?,?,?,?,?,?,?,?,?,0
1865,'2018/10/17 13:37:37:853',6,196,0,2,?,?,?,?,?,?,?,?,?,0
1866,'2018/10/17 13:37:37:854',6,196,0,2,?,?,?,?,?,?,?,?,?,0
1867,'2018/10/17 13:37:37:864',6,196,0,2,?,?,?,?,?,?,?,?,?,0
1868,'2018/10/17 13:37:38:109',6,614,2,0,?,?,?,?,?,?,?,?,?,0
1869,'2018/10/17 13:37:38:110',6,614,2,0,?,?,?,?,?,?,?,?,?,0
1870,'2018/10/17 13:37:38:121',6,593,2,0,?,?,?,?,?,?,?,?,?,0
1871,'2018/10/17 13:37:38:182',6,480,2,0,?,?,?,?,?,?,?,?,?,0
1872,'2018/10/17 13:37:38:182',6,480,2,0,?,?,?,?,?,?,?,?,?,0
1873,'2018/10/17 13:37:38:232',6,353,0,0,?,?,?,?,?,?,?,?,?,0
1874,'2018/10/17 13:37:38:233',6,353,0,0,?,?,?,?,?,?,?,?,?,0
1875,'2018/10/17 13:37:38:273',6,245,3,2,?,?,?,?,?,?,?,?,?,0
1876,'2018/10/17 13:37:38:274',6,245,3,2,?,?,?,?,?,?,?,?,?,0
1877,'2018/10/17 13:37:38:283',6,245,3,2,?,?,?,?,?,?,?,?,?,0
1878,'2018/10/17 13:37:38:343',6,294,1,0,?,?,?,?,?,?,?,?,?,0
1879,'2018/10/17 13:37:38:344',6,294,1,0,?,?,?,?,?,?,?,?,?,0
1880,'2018/10/17 13:37:38:354',6,307,1,1,?,?,?,?,?,?,?,?,?,0
1881,'2018/10/17 13:37:38:395',6,508,0,0,?,?,?,?,?,?,?,?,?,0
1882,'2018/10/17 13:37:38:395',6,508,0,0,?,?,?,?,?,?,?,?,?,0
1883,'2018/10/17 13:37:38:406',6,508,0,0,?,?,?,?,?,?,?,?,?,0
1884,'2018/10/17 13:37:38:416',6,545,0,0,?,?,?,?,?,?,?,?,?,0
1885,'2018/10/17 13:37:38:451',6,776,0,0,?,?,?,?,?,?,?,?,?,0
1886,'2018/10/17 13:37:38:452',6,776,0,0,?,?,?,?,?,?,?,?,?,0
1887,'2018/10/17 13:37:38:463',6,776,0,0,?,?,?,?,?,?,?,?,?,0
1888,'2018/10/17 13:37:38:786',6,604,1,2,?,?,?,?,?,?,?,?,?,0
1889,'2018/10/17 13:37:38:787',6,604,1,2,?,?,?,?,?,?,?,?,?,0
1890,'2018/10/17 13:37:38:797',6,604,1,2,?,?,?,?,?,?,?,?,?,0
1891,'2018/10/17 13:37:38:830',6,472,1,0,?,?,?,?,?,?,?,?,?,0
1892,'2018/10/17 13:37:38:831',6,472,1,0,?,?,?,?,?,?,?,?,?,0
1893,'2018/10/17 13:37:38:884',6,355,0,0,?,?,?,?,?,?,?,?,?,0
1894,'2018/10/17 13:37:38:885',6,355,0,0,?,?,?,?,?,?,?,?,?,0
1895,'2018/10/17 13:37:38:896',6,355,0,0,?,?,?,?,?,?,?,?,?,0
1896,'2018/10/17 13:37:38:946',6,245,0,0,?,?,?,?,?,?,?,?,?,0
1897,'2018/10/17 13:37:38:946',6,245,0,0,?,?,?,?,?,?,?,?,?,0
1898,'2018/10/17 13:37:39:021',6,178,1,0,?,?,?,?,?,?,?,?,?,0
1899,'2018/10/17 13:37:39:022',6,178,1,0,?,?,?,?,?,?,?,?,?,0
1900,'2018/10/17 13:37:39:054',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1901,'2018/10/17 13:37:39:054',6,178,0,0,?,?,?,?,?,?,?,?,?,0
1902,'2018/10/17 13:37:39:484',6,216,1,0,?,?,?,?,?,?,?,?,?,0
