@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}

@data
1442,'2019/02/23 14:28:20:816',12,384,207,558,0,10
1443,'2019/02/23 14:28:20:826',12,384,207,558,0,10
1444,'2019/02/23 14:28:20:837',12,384,207,558,0,10
1445,'2019/02/23 14:28:21:538',12,676,177,531,0,10
1446,'2019/02/23 14:28:21:538',12,676,177,531,0,10
1447,'2019/02/23 14:28:21:547',12,676,177,531,0,10
1448,'2019/02/23 14:28:21:559',12,676,177,531,0,10
1449,'2019/02/23 14:28:21:568',12,676,177,531,0,10
1450,'2019/02/23 14:28:22:037',12,270,366,539,0,10
1451,'2019/02/23 14:28:22:037',12,270,366,539,0,10
1452,'2019/02/23 14:28:22:048',12,270,366,539,0,10
1453,'2019/02/23 14:28:22:058',12,270,366,539,0,10
1454,'2019/02/23 14:28:22:068',12,270,366,539,0,10
1455,'2019/02/23 14:28:22:536',12,249,979,354,0,10
1456,'2019/02/23 14:28:22:536',12,249,979,354,0,10
1457,'2019/02/23 14:28:22:546',12,249,979,354,0,10
1458,'2019/02/23 14:28:22:557',12,249,979,354,0,10
1459,'2019/02/23 14:28:22:567',12,249,979,354,0,10
1460,'2019/02/23 14:28:23:035',12,560,737,843,0,10
1461,'2019/02/23 14:28:23:036',12,560,737,843,0,10
1462,'2019/02/23 14:28:23:045',12,560,737,843,0,10
1463,'2019/02/23 14:28:23:056',12,560,737,843,0,10
1464,'2019/02/23 14:28:23:065',12,560,737,843,0,10
1465,'2019/02/23 14:28:23:534',12,577,978,917,1,10
1466,'2019/02/23 14:28:23:534',12,577,978,917,1,10
1467,'2019/02/23 14:28:23:545',12,577,978,917,1,10
1468,'2019/02/23 14:28:23:554',12,577,978,917,1,10
1469,'2019/02/23 14:28:23:564',12,577,978,917,1,10
1470,'2019/02/23 14:28:24:033',12,151,392,844,0,10
1471,'2019/02/23 14:28:24:033',12,151,392,844,0,10
1472,'2019/02/23 14:28:24:044',12,151,392,844,0,10
1473,'2019/02/23 14:28:24:054',12,151,392,844,0,10
1474,'2019/02/23 14:28:24:063',12,151,392,844,0,10
1475,'2019/02/23 14:28:24:532',12,754,144,918,0,10
1476,'2019/02/23 14:28:24:533',12,754,144,918,0,10
1477,'2019/02/23 14:28:24:542',12,754,144,918,0,10
1478,'2019/02/23 14:28:24:552',12,754,144,918,0,10
1479,'2019/02/23 14:28:24:562',12,754,144,918,0,10
1480,'2019/02/23 14:28:25:031',12,368,333,924,0,10
1481,'2019/02/23 14:28:25:031',12,368,333,924,0,10
1482,'2019/02/23 14:28:25:042',12,368,333,924,0,10
1483,'2019/02/23 14:28:25:051',12,368,333,924,0,10
1484,'2019/02/23 14:28:25:061',12,368,333,924,0,10
1485,'2019/02/23 14:28:25:530',12,180,195,925,0,10
1486,'2019/02/23 14:28:25:531',12,180,195,925,0,10
1487,'2019/02/23 14:28:25:540',12,180,195,925,0,10
1488,'2019/02/23 14:28:25:551',12,180,195,925,0,10
1489,'2019/02/23 14:28:25:561',12,180,195,925,0,10
1490,'2019/02/23 14:28:26:029',12,450,155,925,1,10
1491,'2019/02/23 14:28:26:030',12,450,155,925,1,10
1492,'2019/02/23 14:28:26:039',12,450,155,925,1,10
1493,'2019/02/23 14:28:26:049',12,450,155,925,1,10
1494,'2019/02/23 14:28:26:060',12,450,155,925,1,10
1495,'2019/02/23 14:28:26:528',12,273,273,917,0,10
1496,'2019/02/23 14:28:26:528',12,273,273,917,0,10
1497,'2019/02/23 14:28:26:537',12,273,273,917,0,10
1498,'2019/02/23 14:28:26:549',12,273,273,917,0,10
1499,'2019/02/23 14:28:26:558',12,273,273,917,0,10
1500,'2019/02/23 14:28:27:027',12,554,342,875,2,10
1501,'2019/02/23 14:28:27:028',12,554,342,875,2,10
1502,'2019/02/23 14:28:27:037',12,554,342,875,2,10
1503,'2019/02/23 14:28:27:048',12,554,342,875,2,10
1504,'2019/02/23 14:28:27:058',12,554,342,875,2,10
1505,'2019/02/23 14:28:27:526',12,317,272,901,0,10
1506,'2019/02/23 14:28:27:527',12,317,272,901,0,10
1507,'2019/02/23 14:28:27:536',12,317,272,901,0,10
1508,'2019/02/23 14:28:27:546',12,317,272,901,0,10
1509,'2019/02/23 14:28:27:557',12,317,272,901,0,10
1510,'2019/02/23 14:28:28:025',12,117,133,884,1,10
1511,'2019/02/23 14:28:28:026',12,117,133,884,1,10
1512,'2019/02/23 14:28:28:036',12,117,133,884,1,10
1513,'2019/02/23 14:28:28:045',12,117,133,884,1,10
1514,'2019/02/23 14:28:28:056',12,117,133,884,1,10
1515,'2019/02/23 14:28:28:324',12,125,77,872,0,10
1516,'2019/02/23 14:28:28:324',12,125,77,872,0,10
1517,'2019/02/23 14:28:28:334',12,125,77,872,0,10
1518,'2019/02/23 14:28:28:345',12,125,77,872,0,10
1519,'2019/02/23 14:28:28:355',12,125,77,872,0,10
1520,'2019/02/23 14:28:28:425',12,98,78,839,0,10
1521,'2019/02/23 14:28:28:425',12,98,78,839,0,10
1522,'2019/02/23 14:28:28:434',12,98,78,839,0,10
1523,'2019/02/23 14:28:28:445',12,98,78,839,0,10
1524,'2019/02/23 14:28:28:454',12,98,78,839,0,10
1525,'2019/02/23 14:28:58:765',13,75,73,878,877,11
1526,'2019/02/23 14:28:58:765',13,75,73,878,877,11
1527,'2019/02/23 14:28:58:774',13,75,73,878,877,11
1528,'2019/02/23 14:28:58:784',13,75,73,878,877,11
1529,'2019/02/23 14:28:58:795',13,75,73,878,877,11
1530,'2019/02/23 14:29:00:228',13,134,979,880,882,11
1531,'2019/02/23 14:29:00:228',13,134,979,880,882,11
1532,'2019/02/23 14:29:00:238',13,134,979,880,882,11
1533,'2019/02/23 14:29:00:249',13,134,979,880,882,11
1534,'2019/02/23 14:29:00:259',13,134,979,880,882,11
1535,'2019/02/23 14:29:02:956',13,103,666,862,853,11
1536,'2019/02/23 14:29:02:957',13,103,666,862,853,11
1537,'2019/02/23 14:29:02:966',13,103,666,862,853,11
1538,'2019/02/23 14:29:02:977',13,103,666,862,853,11
1539,'2019/02/23 14:29:02:986',13,103,666,862,853,11
1540,'2019/02/23 14:29:02:996',13,90,554,862,853,11
1541,'2019/02/23 14:29:03:005',13,90,554,862,853,11
1542,'2019/02/23 14:29:03:017',13,90,554,862,853,11
1543,'2019/02/23 14:29:03:026',13,81,465,863,855,11
1544,'2019/02/23 14:29:03:036',13,81,465,863,855,11
1545,'2019/02/23 14:29:03:046',13,81,465,863,855,11
1546,'2019/02/23 14:29:03:057',13,75,363,865,854,11
1547,'2019/02/23 14:29:03:066',13,75,363,865,854,11
1548,'2019/02/23 14:29:03:077',13,75,363,865,854,11
1549,'2019/02/23 14:29:03:086',13,75,363,865,854,11
1550,'2019/02/23 14:29:03:096',13,68,294,867,856,11
1551,'2019/02/23 14:29:03:107',13,68,294,867,856,11
1552,'2019/02/23 14:29:03:116',13,68,294,867,856,11
1553,'2019/02/23 14:29:03:126',13,71,277,869,857,11
1554,'2019/02/23 14:29:03:137',13,71,277,869,857,11
1555,'2019/02/23 14:29:03:146',13,71,277,869,857,11
1556,'2019/02/23 14:29:03:156',13,68,260,869,857,11
1557,'2019/02/23 14:29:03:166',13,68,260,869,857,11
1558,'2019/02/23 14:29:03:176',13,68,260,869,857,11
1559,'2019/02/23 14:29:03:186',13,68,260,869,857,11
1560,'2019/02/23 14:29:03:196',13,71,229,867,857,11
1561,'2019/02/23 14:29:03:206',13,71,229,867,857,11
1562,'2019/02/23 14:29:03:217',13,71,229,867,857,11
1563,'2019/02/23 14:29:03:226',13,74,182,865,855,11
1564,'2019/02/23 14:29:03:237',13,74,182,865,855,11
1565,'2019/02/23 14:29:03:246',13,74,182,865,855,11
1566,'2019/02/23 14:29:03:256',13,66,159,861,852,11
1567,'2019/02/23 14:29:03:266',13,66,159,861,852,11
1568,'2019/02/23 14:29:03:277',13,66,159,861,852,11
1569,'2019/02/23 14:29:03:286',13,66,159,861,852,11
1570,'2019/02/23 14:29:03:297',13,68,223,853,846,11
1571,'2019/02/23 14:29:03:306',13,68,223,853,846,11
1572,'2019/02/23 14:29:03:316',13,68,223,853,846,11
1573,'2019/02/23 14:29:03:327',13,75,214,847,841,11
1574,'2019/02/23 14:29:03:336',13,75,214,847,841,11
1575,'2019/02/23 14:29:03:347',13,75,214,847,841,11
1576,'2019/02/23 14:29:03:356',13,80,268,842,831,11
1577,'2019/02/23 14:29:03:368',13,80,268,842,831,11
1578,'2019/02/23 14:29:03:377',13,80,268,842,831,11
1579,'2019/02/23 14:29:03:387',13,80,268,842,831,11
1580,'2019/02/23 14:29:03:396',13,98,282,828,831,11
1581,'2019/02/23 14:29:03:406',13,98,282,828,831,11
1582,'2019/02/23 14:29:03:416',13,98,282,828,831,11
1583,'2019/02/23 14:29:03:721',13,236,345,848,843,11
1584,'2019/02/23 14:29:03:721',13,236,345,848,843,11
1585,'2019/02/23 14:29:03:730',13,236,345,848,843,11
1586,'2019/02/23 14:29:03:742',13,236,345,848,843,11
1587,'2019/02/23 14:29:03:752',13,236,345,848,843,11
1588,'2019/02/23 14:29:04:786',13,276,443,885,871,11
1589,'2019/02/23 14:29:04:786',13,276,443,885,871,11
1590,'2019/02/23 14:29:04:795',13,276,443,885,871,11
1591,'2019/02/23 14:29:04:806',13,276,443,885,871,11
1592,'2019/02/23 14:29:04:816',13,276,443,885,871,11
1593,'2019/02/23 14:29:05:384',13,117,326,874,858,11
1594,'2019/02/23 14:29:05:385',13,117,326,874,858,11
1595,'2019/02/23 14:29:05:394',13,117,326,874,858,11
1596,'2019/02/23 14:29:05:405',13,117,326,874,858,11
1597,'2019/02/23 14:29:05:415',13,117,326,874,858,11
1598,'2019/02/23 14:29:05:717',13,147,563,859,846,11
1599,'2019/02/23 14:29:05:718',13,147,563,859,846,11
1600,'2019/02/23 14:29:05:727',13,147,563,859,846,11
1601,'2019/02/23 14:29:05:737',13,147,563,859,846,11
1602,'2019/02/23 14:29:05:748',13,147,563,859,846,11
1603,'2019/02/23 14:29:06:782',13,228,855,853,839,11
1604,'2019/02/23 14:29:06:782',13,228,855,853,839,11
1605,'2019/02/23 14:29:06:792',13,228,855,853,839,11
1606,'2019/02/23 14:29:06:802',13,228,855,853,839,11
1607,'2019/02/23 14:29:06:812',13,228,855,853,839,11
1608,'2019/02/23 14:29:07:347',13,213,585,872,856,11
1609,'2019/02/23 14:29:07:347',13,213,585,872,856,11
1610,'2019/02/23 14:29:07:358',13,213,585,872,856,11
1611,'2019/02/23 14:29:07:369',13,213,585,872,856,11
1612,'2019/02/23 14:29:07:378',13,213,585,872,856,11
1613,'2019/02/23 14:29:46:503',14,543,144,885,862,11
1614,'2019/02/23 14:29:46:504',14,543,144,885,862,11
1615,'2019/02/23 14:29:46:513',14,543,144,885,862,11
1616,'2019/02/23 14:29:46:524',14,543,144,885,862,11
1617,'2019/02/23 14:29:46:534',14,543,144,885,862,11
1618,'2019/02/23 14:29:47:701',14,265,136,820,797,11
1619,'2019/02/23 14:29:47:701',14,265,136,820,797,11
1620,'2019/02/23 14:29:47:711',14,265,136,820,797,11
1621,'2019/02/23 14:29:47:721',14,265,136,820,797,11
1622,'2019/02/23 14:29:47:731',14,265,136,820,797,11
1623,'2019/02/23 14:29:49:464',14,554,225,799,794,11
1624,'2019/02/23 14:29:49:464',14,554,225,799,794,11
1625,'2019/02/23 14:29:49:475',14,554,225,799,794,11
1626,'2019/02/23 14:29:49:485',14,554,225,799,794,11
1627,'2019/02/23 14:29:49:495',14,554,225,799,794,11
1628,'2019/02/23 14:29:50:062',14,596,108,845,818,11
1629,'2019/02/23 14:29:50:063',14,596,108,845,818,11
1630,'2019/02/23 14:29:50:073',14,596,108,845,818,11
1631,'2019/02/23 14:29:50:084',14,596,108,845,818,11
1632,'2019/02/23 14:29:50:094',14,596,108,845,818,11
1633,'2019/02/23 14:29:51:427',14,766,104,849,823,11
1634,'2019/02/23 14:29:51:427',14,766,104,849,823,11
1635,'2019/02/23 14:29:51:437',14,766,104,849,823,11
1636,'2019/02/23 14:29:51:447',14,766,104,849,823,11
1637,'2019/02/23 14:29:51:457',14,766,104,849,823,11
1638,'2019/02/23 14:29:51:992',14,618,122,819,783,11
1639,'2019/02/23 14:29:51:993',14,618,122,819,783,11
1640,'2019/02/23 14:29:52:003',14,618,122,819,783,11
1641,'2019/02/23 14:29:52:013',14,618,122,819,783,11
1642,'2019/02/23 14:29:52:023',14,618,122,819,783,11
1643,'2019/02/23 14:29:52:791',14,634,120,858,830,11
1644,'2019/02/23 14:29:52:791',14,634,120,858,830,11
1645,'2019/02/23 14:29:52:801',14,634,120,858,830,11
1646,'2019/02/23 14:29:52:811',14,634,120,858,830,11
1647,'2019/02/23 14:29:52:821',14,634,120,858,830,11
1648,'2019/02/23 14:29:53:722',14,456,113,840,810,11
1649,'2019/02/23 14:29:53:723',14,456,113,840,810,11
1650,'2019/02/23 14:29:53:733',14,456,113,840,810,11
1651,'2019/02/23 14:29:53:743',14,456,113,840,810,11
1652,'2019/02/23 14:29:53:754',14,456,113,840,810,11
