@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
11024,'2019/04/11 21:10:58:682',9,97,262,0,410.200012,965.099976,?,?,720,220,240,960,330,550,540,100
11025,'2019/04/11 21:10:58:682',9,97.5,258.600006,0,410.299988,965.200012,?,?,720,220,240,960,330,550,540,100
11026,'2019/04/11 21:10:58:683',9,98,254.199997,0,410.399994,965.299988,?,?,720,220,240,960,330,550,540,100
11027,'2019/04/11 21:10:58:683',9,98.5,249.800003,0,410.5,965.400024,?,?,720,220,240,960,330,550,540,100
11028,'2019/04/11 21:10:58:683',9,98,245.399994,0,410.600006,965.5,?,?,720,220,240,960,330,550,540,100
11029,'2019/04/11 21:10:58:683',9,97.199997,241,0,410.5,965.599976,?,?,720,220,240,960,330,550,540,100
11030,'2019/04/11 21:10:58:683',9,96.400002,240,0,410.600006,965.700012,?,?,720,220,240,960,330,550,540,100
11031,'2019/04/11 21:10:58:683',9,95.599998,236.300003,0,410.700012,965.799988,?,?,720,220,240,960,330,550,540,100
11032,'2019/04/11 21:10:58:683',9,94.800003,232.600006,0,410.799988,965.900024,?,?,720,220,240,960,330,550,540,100
11033,'2019/04/11 21:10:58:683',9,94.5,228.899994,0,410.899994,966,?,?,720,220,240,960,330,550,540,100
11034,'2019/04/11 21:10:58:683',9,93.900002,225.199997,0,411,966,?,?,720,220,240,960,330,550,540,100
11035,'2019/04/11 21:10:58:710',9,93.300003,220.300003,0,411.200012,966,?,?,720,220,240,960,330,550,540,100
11036,'2019/04/11 21:10:58:711',9,92.699997,216.399994,0,411.399994,966,?,?,720,220,240,960,330,550,540,100
11037,'2019/04/11 21:10:58:711',9,92.099998,212.5,0,411.600006,966,?,?,720,220,240,960,330,550,540,100
11038,'2019/04/11 21:10:58:711',9,92.400002,208.600006,0,411.799988,966,?,?,720,220,240,960,330,550,540,100
11039,'2019/04/11 21:10:58:725',9,93,204.699997,0,412,965.900024,?,?,720,220,240,960,330,550,540,100
11040,'2019/04/11 21:10:58:726',9,93.599998,201.899994,0,412,965.799988,?,?,720,220,240,960,330,550,540,100
11041,'2019/04/11 21:10:58:726',9,94.199997,201.800003,0,412,965.700012,?,?,720,220,240,960,330,550,540,100
11042,'2019/04/11 21:10:58:726',9,94.800003,201.699997,0,412,965.599976,?,?,720,220,240,960,330,550,540,100
11043,'2019/04/11 21:10:58:726',9,94.699997,201.600006,0,412,965.5,?,?,720,220,240,960,330,550,540,100
11044,'2019/04/11 21:10:58:742',9,94.900002,201.5,0,412,965.5,?,?,720,220,240,960,330,550,540,100
11045,'2019/04/11 21:10:58:743',9,95.099998,202.600006,0,411.899994,965.5,?,?,720,220,240,960,330,550,540,100
11046,'2019/04/11 21:10:58:743',9,95.300003,206,0,411.799988,965.5,?,?,720,220,240,960,330,550,540,100
11047,'2019/04/11 21:10:58:743',9,95.5,209.399994,0,411.700012,965.5,?,?,720,220,240,960,330,550,540,100
11048,'2019/04/11 21:10:58:743',9,94.400002,212.800003,0,411.600006,965.5,?,?,720,220,240,960,330,550,540,100
11049,'2019/04/11 21:10:58:743',9,93.300003,216.199997,0,411.5,965.5,?,?,720,220,240,960,330,550,540,100
11050,'2019/04/11 21:10:58:743',9,92.199997,218.5,0,411.5,965.5,?,?,720,220,240,960,330,550,540,100
11051,'2019/04/11 21:10:58:743',9,91.099998,222,0,411.5,965.5,?,?,720,220,240,960,330,550,540,100
11052,'2019/04/11 21:10:58:743',9,90,225.5,0,411.5,965.5,?,?,720,220,240,960,330,550,540,100
11053,'2019/04/11 21:10:58:743',9,89.599998,229,0,411.5,965.5,?,?,720,220,240,960,330,550,540,100
11054,'2019/04/11 21:10:58:743',9,88.599998,232.5,0,411.5,965.400024,?,?,720,220,240,960,330,550,540,100
11055,'2019/04/11 21:10:58:770',9,87.599998,236,0,411.5,965.299988,?,?,720,220,240,960,330,550,540,100
11056,'2019/04/11 21:10:58:771',9,86.599998,240.100006,0,411.5,965.200012,?,?,720,220,240,960,330,550,540,100
11057,'2019/04/11 21:10:58:771',9,85.599998,244.199997,0,411.5,965.099976,?,?,720,220,240,960,330,550,540,100
11058,'2019/04/11 21:10:58:771',9,85,248.300003,0,411.5,965,?,?,720,220,240,960,330,550,540,100
11059,'2019/04/11 21:10:58:771',9,84.099998,252.399994,0,411.5,965,?,?,720,220,240,960,330,550,540,100
11060,'2019/04/11 21:10:58:786',9,83.199997,256.5,0,411.399994,965.099976,?,?,720,220,240,960,330,550,540,100
11061,'2019/04/11 21:10:58:786',9,82.300003,260.5,0,411.299988,965.200012,?,?,720,220,240,960,330,550,540,100
11062,'2019/04/11 21:10:58:786',9,81.400002,264.5,0,411.200012,965.299988,?,?,720,220,240,960,330,550,540,100
11063,'2019/04/11 21:10:58:786',9,80.5,268.5,0,411.100006,965.400024,?,?,720,220,240,960,330,550,540,100
11064,'2019/04/11 21:10:58:786',9,80.5,272.5,0,411,965.5,?,?,720,220,240,960,330,550,540,100
11065,'2019/04/11 21:10:58:800',9,80.5,276.5,0,411,965.5,?,?,720,220,240,960,330,550,540,100
11066,'2019/04/11 21:10:58:800',9,80.5,277.600006,0,411.100006,965.5,?,?,720,220,240,960,330,550,540,100
11067,'2019/04/11 21:10:58:800',9,80.5,282.700012,0,411.200012,965.5,?,?,720,220,240,960,330,550,540,100
11068,'2019/04/11 21:10:58:800',9,80.5,287.799988,0,411.299988,965.5,?,?,720,220,240,960,330,550,540,100
11069,'2019/04/11 21:10:58:801',9,80.800003,292.899994,0,411.399994,965.5,?,?,720,220,240,960,330,550,540,100
11070,'2019/04/11 21:10:58:801',9,81.5,298,0,411.5,965.400024,?,?,720,220,240,960,330,550,540,100
11071,'2019/04/11 21:10:58:817',9,82.199997,302,0,411.700012,965.299988,?,?,720,220,240,960,330,550,540,100
11072,'2019/04/11 21:10:58:817',9,82.900002,308.899994,0,411.899994,965.200012,?,?,720,220,240,960,330,550,540,100
11073,'2019/04/11 21:10:58:817',9,83.599998,315.799988,0,412.100006,965.099976,?,?,720,220,240,960,330,550,540,100
11074,'2019/04/11 21:10:58:817',9,84,322.700012,0,412.299988,965,?,?,720,220,240,960,330,550,540,100
11075,'2019/04/11 21:10:58:817',9,84.599998,329.600006,0,412.5,965,?,?,720,220,240,960,330,550,540,100
11076,'2019/04/11 21:10:58:830',9,85.199997,336.5,0,412.600006,964.900024,?,?,720,220,240,960,330,550,540,100
11077,'2019/04/11 21:10:58:830',9,85.800003,338.600006,0,412.700012,964.799988,?,?,720,220,240,960,330,550,540,100
11078,'2019/04/11 21:10:58:831',9,86.400002,340.700012,0,412.799988,964.700012,?,?,720,220,240,960,330,550,540,100
11079,'2019/04/11 21:10:58:831',9,87,342.799988,0,412.899994,964.599976,?,?,720,220,240,960,330,550,540,100
11080,'2019/04/11 21:10:58:831',9,87.400002,344.899994,0,413,964.5,?,?,720,220,240,960,330,550,540,100
11081,'2019/04/11 21:10:58:845',9,87.800003,347,0,412.899994,964.400024,?,?,720,220,240,960,330,550,540,100
11082,'2019/04/11 21:10:58:846',9,88.199997,345.600006,0,412.799988,964.299988,?,?,720,220,240,960,330,550,540,100
11083,'2019/04/11 21:10:58:846',9,88.599998,344.200012,0,412.700012,964.200012,?,?,720,220,240,960,330,550,540,100
11084,'2019/04/11 21:10:58:846',9,89,342.799988,0,412.600006,964.099976,?,?,720,220,240,960,330,550,540,100
11085,'2019/04/11 21:10:58:846',9,89.699997,341.399994,0,412.5,964,?,?,720,220,240,960,330,550,540,100
11086,'2019/04/11 21:10:58:861',9,90.400002,340,0,412.399994,964.099976,?,?,720,220,240,960,330,550,540,100
11087,'2019/04/11 21:10:58:862',9,91.099998,337.600006,0,412.299988,964.200012,?,?,720,220,240,960,330,550,540,100
11088,'2019/04/11 21:10:58:862',9,91.800003,335.200012,0,412.200012,964.299988,?,?,720,220,240,960,330,550,540,100
11089,'2019/04/11 21:10:58:862',9,92.5,332.799988,0,412.100006,964.400024,?,?,720,220,240,960,330,550,540,100
11090,'2019/04/11 21:10:58:862',9,92.699997,330.399994,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11091,'2019/04/11 21:10:58:877',9,92.900002,328,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11092,'2019/04/11 21:10:58:877',9,93.099998,323.600006,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11093,'2019/04/11 21:10:58:877',9,93.300003,319.200012,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11094,'2019/04/11 21:10:58:877',9,93.5,314.799988,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11095,'2019/04/11 21:10:58:877',9,92.300003,310.399994,0,412,964.5,?,?,720,220,240,960,330,550,540,100
11096,'2019/04/11 21:10:58:891',9,91.099998,301.799988,0,412,964.400024,?,?,720,220,240,960,330,550,540,100
11097,'2019/04/11 21:10:58:891',9,89.900002,295,0,412,964.299988,?,?,720,220,240,960,330,550,540,100
11098,'2019/04/11 21:10:58:891',9,88.699997,288.200012,0,412,964.200012,?,?,720,220,240,960,330,550,540,100
11099,'2019/04/11 21:10:58:891',9,88,281.399994,0,412,964.099976,?,?,720,220,240,960,330,550,540,100
11100,'2019/04/11 21:10:58:905',9,87.599998,274.600006,0,412,963.900024,?,?,720,220,240,960,330,550,540,100
11101,'2019/04/11 21:10:58:905',9,87.199997,267,0,412,963.799988,?,?,720,220,240,960,330,550,540,100
11102,'2019/04/11 21:10:58:905',9,86.800003,262,0,412,963.700012,?,?,720,220,240,960,330,550,540,100
11103,'2019/04/11 21:10:58:905',9,86.400002,257,0,412,963.599976,?,?,720,220,240,960,330,550,540,100
11104,'2019/04/11 21:10:58:905',9,87.099998,252,0,412,963.5,?,?,720,220,240,960,330,550,540,100
11105,'2019/04/11 21:10:58:919',9,88.699997,247,0,412,963.299988,?,?,720,220,240,960,330,550,540,100
11106,'2019/04/11 21:10:58:919',9,90.300003,246.199997,0,412.200012,963.099976,?,?,720,220,240,960,330,550,540,100
11107,'2019/04/11 21:10:58:919',9,91.900002,245.399994,0.1,412.399994,962.900024,?,?,720,220,240,960,330,550,540,100
11108,'2019/04/11 21:10:58:919',9,93.5,244.5,0.2,412.600006,962.700012,?,?,720,220,240,960,330,550,540,100
11109,'2019/04/11 21:10:58:919',9,94.599998,243.600006,0.3,412.799988,962.5,?,?,720,220,240,960,330,550,540,100
11110,'2019/04/11 21:10:58:919',9,95.199997,242.699997,0.4,413,962.400024,?,?,720,220,240,960,330,550,540,100
11111,'2019/04/11 21:10:58:935',9,95.800003,242.600006,0.5,413.200012,962.200012,?,?,720,220,240,960,330,550,540,100
11112,'2019/04/11 21:10:58:935',9,96.400002,242.5,0.6,413.600006,962,?,?,720,220,240,960,330,550,540,100
11113,'2019/04/11 21:10:58:935',9,97,242.399994,0.6,414,961.799988,?,?,720,220,240,960,330,550,540,100
11114,'2019/04/11 21:10:58:935',9,96.5,241.399994,0.6,414.399994,961.599976,?,?,720,220,240,960,330,550,540,100
11115,'2019/04/11 21:10:58:935',9,96,240.399994,0.6,414.799988,961.5,?,?,720,220,240,960,330,550,540,100
11116,'2019/04/11 21:10:58:935',9,95.5,239.399994,0.6,415,961.400024,?,?,720,220,240,960,330,550,540,100
11117,'2019/04/11 21:10:58:935',9,96.400002,238.399994,0.5,415.200012,961.299988,?,?,720,220,240,960,330,550,540,100
11118,'2019/04/11 21:10:58:951',9,97.300003,237.5,0.4,415.399994,961,?,?,720,220,240,960,330,550,540,100
11119,'2019/04/11 21:10:58:952',9,98.199997,236.600006,0.3,415.799988,960.700012,?,?,720,220,240,960,330,550,540,100
11120,'2019/04/11 21:10:58:952',9,99.599998,234.699997,0.2,416.200012,960.400024,?,?,720,220,240,960,330,550,540,100
11121,'2019/04/11 21:10:58:952',9,101,232.800003,0.1,416.600006,960.200012,?,?,720,220,240,960,330,550,540,100
11122,'2019/04/11 21:10:58:952',9,102.199997,230.899994,0,416.799988,960,?,?,720,220,240,960,330,550,540,100
11123,'2019/04/11 21:10:58:965',9,103.400002,229,0,417,959.700012,?,?,720,220,240,960,330,550,540,100
11124,'2019/04/11 21:10:58:965',9,104.599998,228,0,417.600006,959.400024,?,?,720,220,240,960,330,550,540,100
11125,'2019/04/11 21:10:58:965',9,105.800003,225.699997,0,418.200012,959.099976,?,?,720,220,240,960,330,550,540,100
11126,'2019/04/11 21:10:58:965',9,107,223.399994,0,418.799988,958.799988,?,?,720,220,240,960,330,550,540,100
11127,'2019/04/11 21:10:58:965',9,106.800003,221.100006,0,419.399994,958.5,?,?,720,220,240,960,330,550,540,100
11128,'2019/04/11 21:10:58:965',9,106,218.800003,0,420,958.400024,?,?,720,220,240,960,330,550,540,100
11129,'2019/04/11 21:10:58:980',9,105.199997,216.5,0,420.399994,958,?,?,720,220,240,960,330,550,540,100
11130,'2019/04/11 21:10:58:980',9,104.400002,215.199997,0,421,957.599976,?,?,720,220,240,960,330,550,540,100
11131,'2019/04/11 21:10:58:980',9,103.599998,212.899994,0,421.600006,957.200012,?,?,720,220,240,960,330,550,540,100
11132,'2019/04/11 21:10:58:980',9,103,210.600006,0,422.200012,956.799988,?,?,720,220,240,960,330,550,540,100
11133,'2019/04/11 21:10:58:998',9,102.400002,208.300003,0,422.799988,956.299988,?,?,720,220,240,960,330,550,540,100
11134,'2019/04/11 21:10:58:998',9,101.800003,206,0,422.899994,955.799988,?,?,720,220,240,960,330,550,540,100
11135,'2019/04/11 21:10:58:998',9,101.199997,202.699997,0,423,955.299988,?,?,720,220,240,960,330,550,540,100
11136,'2019/04/11 21:10:58:998',9,100.599998,199.399994,0,423.100006,954.799988,?,?,720,220,240,960,330,550,540,100
11137,'2019/04/11 21:10:58:998',9,100,196.100006,0,423.200012,954.299988,?,?,720,220,240,960,330,550,540,100
11138,'2019/04/11 21:10:58:998',9,100.800003,192.800003,0,423.299988,953.799988,?,?,720,220,240,960,330,550,540,100
11139,'2019/04/11 21:10:58:998',9,101.599998,189.5,0,423.399994,953.299988,?,?,720,220,240,960,330,550,540,100
11140,'2019/04/11 21:10:58:998',9,102.400002,188.199997,0,423.299988,952.799988,?,?,720,220,240,960,330,550,540,100
11141,'2019/04/11 21:10:58:998',9,103.199997,187.899994,0,423.200012,952.299988,?,?,720,220,240,960,330,550,540,100
11142,'2019/04/11 21:10:58:998',9,104,187.600006,0,423.100006,951.799988,?,?,720,220,240,960,330,550,540,100
11143,'2019/04/11 21:10:58:999',9,106.300003,187.300003,0,423,951.5,?,?,720,220,240,960,330,550,540,100
11144,'2019/04/11 21:10:59:025',9,108.599998,187,0,423,951.099976,?,?,720,220,240,960,330,550,540,100
11145,'2019/04/11 21:10:59:025',9,110.900002,190.800003,0,423,950.700012,?,?,720,220,240,960,330,550,540,100
11146,'2019/04/11 21:10:59:025',9,113.199997,194.600006,0,423,950.299988,?,?,720,220,240,960,330,550,540,100
11147,'2019/04/11 21:10:59:025',9,115.5,198.399994,0,423,949.900024,?,?,720,220,240,960,330,550,540,100
11148,'2019/04/11 21:10:59:025',9,117.900002,202.199997,0,423,949.5,?,?,720,220,240,960,330,550,540,100
11149,'2019/04/11 21:10:59:040',9,120.300003,206,0,423,949.200012,?,?,720,220,240,960,330,550,540,100
11150,'2019/04/11 21:10:59:040',9,122.699997,215.199997,0,423,948.900024,?,?,720,220,240,960,330,550,540,100
11151,'2019/04/11 21:10:59:040',9,125.099998,224.399994,0,423,948.599976,?,?,720,220,240,960,330,550,540,100
11152,'2019/04/11 21:10:59:040',9,127.5,233.600006,0,423,948.299988,?,?,720,220,240,960,330,550,540,100
11153,'2019/04/11 21:10:59:040',9,129.399994,242.800003,0,423,948,?,?,720,220,240,960,330,550,540,100
11154,'2019/04/11 21:10:59:055',9,131.300003,252,0,423,947.599976,?,?,720,220,240,960,330,550,540,100
11155,'2019/04/11 21:10:59:055',9,133.199997,259.399994,0,422.899994,947.200012,?,?,720,220,240,960,330,550,540,100
11156,'2019/04/11 21:10:59:055',9,135.100006,268,0,422.799988,946.799988,?,?,720,220,240,960,330,550,540,100
11157,'2019/04/11 21:10:59:055',9,137,276.600006,0,422.700012,946.400024,?,?,720,220,240,960,330,550,540,100
11158,'2019/04/11 21:10:59:055',9,138,285.200012,0,422.600006,946,?,?,720,220,240,960,330,550,540,100
11159,'2019/04/11 21:10:59:055',9,140.399994,293.799988,0,422.5,945.799988,?,?,720,220,240,960,330,550,540,100
11160,'2019/04/11 21:10:59:070',9,142.800003,295,0,422.399994,945.5,?,?,720,220,240,960,330,550,540,100
11161,'2019/04/11 21:10:59:070',9,145.199997,296.200012,0,422.399994,945.200012,?,?,720,220,240,960,330,550,540,100
11162,'2019/04/11 21:10:59:070',9,147.600006,302.100006,0,422.399994,944.900024,?,?,720,220,240,960,330,550,540,100
11163,'2019/04/11 21:10:59:070',9,149,308,0,422.399994,944.599976,?,?,720,220,240,960,330,550,540,100
11164,'2019/04/11 21:10:59:070',9,150.399994,313.899994,0,422.399994,944.5,?,?,720,220,240,960,330,550,540,100
11165,'2019/04/11 21:10:59:070',9,150.800003,319.799988,0,422.5,944.400024,?,?,720,220,240,960,330,550,540,100
11166,'2019/04/11 21:10:59:087',9,151.199997,324.5,0,422.600006,944.200012,?,?,720,220,240,960,330,550,540,100
11167,'2019/04/11 21:10:59:087',9,151.600006,329.200012,0,422.799988,944,?,?,720,220,240,960,330,550,540,100
11168,'2019/04/11 21:10:59:087',9,152,332.700012,0,423,943.799988,?,?,720,220,240,960,330,550,540,100
11169,'2019/04/11 21:10:59:087',9,151,336.200012,0,423.200012,943.599976,?,?,720,220,240,960,330,550,540,100
11170,'2019/04/11 21:10:59:087',9,150,339.700012,0,423.399994,943.5,?,?,720,220,240,960,330,550,540,100
11171,'2019/04/11 21:10:59:087',9,147.600006,343.200012,0,423.5,943.400024,?,?,720,220,240,960,330,550,540,100
11172,'2019/04/11 21:10:59:102',9,145.199997,342,0,423.600006,943.200012,?,?,720,220,240,960,330,550,540,100
11173,'2019/04/11 21:10:59:102',9,142.800003,340.799988,0,423.600006,943,?,?,720,220,240,960,330,550,540,100
11174,'2019/04/11 21:10:59:103',9,140.399994,340.700012,0,423.600006,942.799988,?,?,720,220,240,960,330,550,540,100
11175,'2019/04/11 21:10:59:103',9,139,340.600006,0,423.600006,942.599976,?,?,720,220,240,960,330,550,540,100
11176,'2019/04/11 21:10:59:103',9,137.600006,340.5,0,423.600006,942.5,?,?,720,220,240,960,330,550,540,100
11177,'2019/04/11 21:10:59:103',9,135.399994,340.399994,0,423.5,942.400024,?,?,720,220,240,960,330,550,540,100
11178,'2019/04/11 21:10:59:115',9,133.199997,341.5,0,423.399994,942.200012,?,?,720,220,240,960,330,550,540,100
11179,'2019/04/11 21:10:59:115',9,131,340.5,0,423.299988,942,?,?,720,220,240,960,330,550,540,100
11180,'2019/04/11 21:10:59:115',9,128.800003,339.5,0,423.200012,941.799988,?,?,720,220,240,960,330,550,540,100
11181,'2019/04/11 21:10:59:115',9,128,338.5,0,423.100006,941.599976,?,?,720,220,240,960,330,550,540,100
11182,'2019/04/11 21:10:59:115',9,126.199997,337.5,0,423,941.5,?,?,720,220,240,960,330,550,540,100
11183,'2019/04/11 21:10:59:133',9,124.400002,336.5,0,423,941.299988,?,?,720,220,240,960,330,550,540,100
11184,'2019/04/11 21:10:59:133',9,122.599998,334.399994,0,422.899994,941.099976,?,?,720,220,240,960,330,550,540,100
11185,'2019/04/11 21:10:59:133',9,120.800003,331.600006,0,422.799988,940.900024,?,?,720,220,240,960,330,550,540,100
11186,'2019/04/11 21:10:59:133',9,119,328.799988,0,422.700012,940.700012,?,?,720,220,240,960,330,550,540,100
11187,'2019/04/11 21:10:59:133',9,118,326,0,422.600006,940.5,?,?,720,220,240,960,330,550,540,100
11188,'2019/04/11 21:10:59:133',9,117,323.200012,0,422.600006,940.400024,?,?,720,220,240,960,330,550,540,100
11189,'2019/04/11 21:10:59:133',9,116,317.700012,0,422.600006,940.299988,?,?,720,220,240,960,330,550,540,100
11190,'2019/04/11 21:10:59:133',9,115,312.200012,0,422.600006,940.200012,?,?,720,220,240,960,330,550,540,100
11191,'2019/04/11 21:10:59:133',9,114,306.700012,0,422.600006,940.099976,?,?,720,220,240,960,330,550,540,100
11192,'2019/04/11 21:10:59:162',9,114,301.200012,0,422.600006,939.900024,?,?,720,220,240,960,330,550,540,100
11193,'2019/04/11 21:10:59:163',9,114,291.899994,0,422.600006,939.799988,?,?,720,220,240,960,330,550,540,100
11194,'2019/04/11 21:10:59:163',9,114,282.600006,0,422.700012,939.700012,?,?,720,220,240,960,330,550,540,100
11195,'2019/04/11 21:10:59:163',9,114.400002,274,0,422.799988,939.599976,?,?,720,220,240,960,330,550,540,100
11196,'2019/04/11 21:10:59:175',9,114.800003,265.399994,0,422.899994,939.599976,?,?,720,220,240,960,330,550,540,100
11197,'2019/04/11 21:10:59:175',9,115.199997,256.799988,0,422.899994,939.599976,?,?,720,220,240,960,330,550,540,100
11198,'2019/04/11 21:10:59:175',9,115.599998,245.5,0,422.799988,939.599976,?,?,720,220,240,960,330,550,540,100
11199,'2019/04/11 21:10:59:176',9,116,239,0,422.700012,939.599976,?,?,720,220,240,960,330,550,540,100
11200,'2019/04/11 21:10:59:176',9,116.400002,232.5,0,422.600006,939.599976,?,?,720,220,240,960,330,550,540,100
11201,'2019/04/11 21:10:59:176',9,117,226,0,422.5,939.599976,?,?,720,220,240,960,330,550,540,100
11202,'2019/04/11 21:10:59:191',9,117.599998,219.5,0,422.399994,939.599976,?,?,720,220,240,960,330,550,540,100
11203,'2019/04/11 21:10:59:192',9,118.199997,216.800003,0,422.399994,939.599976,?,?,720,220,240,960,330,550,540,100
11204,'2019/04/11 21:10:59:192',9,118.800003,212.600006,0,422.399994,939.599976,?,?,720,220,240,960,330,550,540,100
11205,'2019/04/11 21:10:59:192',9,119,208.399994,0,422.399994,939.599976,?,?,720,220,240,960,330,550,540,100
11206,'2019/04/11 21:10:59:192',9,119.199997,204.199997,0,422.399994,939.5,?,?,720,220,240,960,330,550,540,100
11207,'2019/04/11 21:10:59:192',9,118.900002,200,0,422.5,939.400024,?,?,720,220,240,960,330,550,540,100
11208,'2019/04/11 21:10:59:204',9,118.599998,198.5,0,422.600006,939.5,?,?,720,220,240,960,330,550,540,100
11209,'2019/04/11 21:10:59:204',9,118.300003,197,0,422.799988,939.599976,?,?,720,220,240,960,330,550,540,100
11210,'2019/04/11 21:10:59:204',9,118,197,0,423,939.700012,?,?,720,220,240,960,330,550,540,100
11211,'2019/04/11 21:10:59:204',9,117.5,197,0,423.200012,939.799988,?,?,720,220,240,960,330,550,540,100
11212,'2019/04/11 21:10:59:205',9,116.599998,197,0,423.399994,940,?,?,720,220,240,960,330,550,540,100
11213,'2019/04/11 21:10:59:220',9,115.699997,197,0,423.5,940.299988,?,?,720,220,240,960,330,550,540,100
11214,'2019/04/11 21:10:59:221',9,114.800003,198.5,0,423.700012,940.599976,?,?,720,220,240,960,330,550,540,100
11215,'2019/04/11 21:10:59:221',9,113.900002,205.699997,0,423.899994,940.900024,?,?,720,220,240,960,330,550,540,100
11216,'2019/04/11 21:10:59:221',9,113,212.899994,0,424.100006,941.200012,?,?,720,220,240,960,330,550,540,100
11217,'2019/04/11 21:10:59:221',9,112.599998,220.100006,0,424.299988,941.5,?,?,720,220,240,960,330,550,540,100
11218,'2019/04/11 21:10:59:221',9,110.599998,227.300003,0,424.5,941.599976,?,?,720,220,240,960,330,550,540,100
11219,'2019/04/11 21:10:59:236',9,108.599998,234.5,0,424.5,941.700012,?,?,720,220,240,960,330,550,540,100
11220,'2019/04/11 21:10:59:236',9,106.599998,248.600006,0,424.5,941.799988,?,?,720,220,240,960,330,550,540,100
11221,'2019/04/11 21:10:59:236',9,104.599998,262.700012,0,424.5,941.900024,?,?,720,220,240,960,330,550,540,100
11222,'2019/04/11 21:10:59:237',9,103,276.799988,0,424.5,942,?,?,720,220,240,960,330,550,540,100
11223,'2019/04/11 21:10:59:237',9,101.599998,290.899994,0,424.5,942,?,?,720,220,240,960,330,550,540,100
11224,'2019/04/11 21:10:59:250',9,100.199997,305,0,424.399994,942.200012,?,?,720,220,240,960,330,550,540,100
11225,'2019/04/11 21:10:59:251',9,98.800003,313.399994,0,424.200012,942.400024,?,?,720,220,240,960,330,550,540,100
11226,'2019/04/11 21:10:59:251',9,97.400002,330,0,424,942.599976,?,?,720,220,240,960,330,550,540,100
11227,'2019/04/11 21:10:59:251',9,96,346.600006,0,423.799988,942.799988,?,?,720,220,240,960,330,550,540,100
11228,'2019/04/11 21:10:59:251',9,96.199997,363.200012,0,423.600006,943,?,?,720,220,240,960,330,550,540,100
11229,'2019/04/11 21:10:59:251',9,98,379.799988,0,423.5,943.200012,?,?,720,220,240,960,330,550,540,100
11230,'2019/04/11 21:10:59:266',9,99.800003,388,0,423.399994,943.599976,?,?,720,220,240,960,330,550,540,100
11231,'2019/04/11 21:10:59:267',9,101.599998,396.200012,0,423.200012,944,?,?,720,220,240,960,330,550,540,100
11232,'2019/04/11 21:10:59:267',9,103.400002,406.200012,0,423,944.400024,?,?,720,220,240,960,330,550,540,100
11233,'2019/04/11 21:10:59:267',9,105,416.200012,0,422.799988,944.799988,?,?,720,220,240,960,330,550,540,100
11234,'2019/04/11 21:10:59:267',9,106.400002,426.200012,0,422.600006,945,?,?,720,220,240,960,330,550,540,100
11235,'2019/04/11 21:10:59:280',9,107.800003,436.200012,0,422.5,945.299988,?,?,720,220,240,960,330,550,540,100
11236,'2019/04/11 21:10:59:280',9,109.199997,438,0,422,945.599976,?,?,720,220,240,960,330,550,540,100
11237,'2019/04/11 21:10:59:281',9,110.599998,439,0,421.5,945.900024,?,?,720,220,240,960,330,550,540,100
11238,'2019/04/11 21:10:59:281',9,112,440,0,421,946.200012,?,?,720,220,240,960,330,550,540,100
11239,'2019/04/11 21:10:59:281',9,111.800003,441,0,420.5,946.5,?,?,720,220,240,960,330,550,540,100
11240,'2019/04/11 21:10:59:281',9,111.199997,442,0,420,946.599976,?,?,720,220,240,960,330,550,540,100
11241,'2019/04/11 21:10:59:295',9,110.599998,443,0,419.600006,946.799988,?,?,720,220,240,960,330,550,540,100
11242,'2019/04/11 21:10:59:295',9,110,442.200012,0,419.399994,947,?,?,720,220,240,960,330,550,540,100
11243,'2019/04/11 21:10:59:295',9,109.400002,435.100006,0,419.200012,947.200012,?,?,720,220,240,960,330,550,540,100
11244,'2019/04/11 21:10:59:295',9,109,428,0,419,947.400024,?,?,720,220,240,960,330,550,540,100
11245,'2019/04/11 21:10:59:295',9,108.599998,420.899994,0,418.799988,947.5,?,?,720,220,240,960,330,550,540,100
11246,'2019/04/11 21:10:59:295',9,108,413.799988,0,419,947.599976,?,?,720,220,240,960,330,550,540,100
11247,'2019/04/11 21:10:59:310',9,107.400002,407.5,0,418.5,947.700012,?,?,720,220,240,960,330,550,540,100
11248,'2019/04/11 21:10:59:310',9,106.800003,397.5,0,418,947.799988,?,?,720,220,240,960,330,550,540,100
11249,'2019/04/11 21:10:59:310',9,106.199997,387.5,0,417.5,947.900024,?,?,720,220,240,960,330,550,540,100
11250,'2019/04/11 21:10:59:310',9,106,377.5,0,417,948,?,?,720,220,240,960,330,550,540,100
11251,'2019/04/11 21:10:59:310',9,105.699997,367.5,0,416.5,948,?,?,720,220,240,960,330,550,540,100
